ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656498046610205757,1656498046610241030,Timing,FusionComponent::Proc,35273,0,0,0,1656498046610241030,1656498046610241030,1656498046610241030,0,
1656498046726379735,1656498046726415073,Timing,FusionComponent::Proc,35338,0,0,0,1656498046726415073,1656498046726415073,1656498046726415073,0,
1656498046753103753,1656498046753170005,Timing,FusionComponent::Proc,66252,0,0,0,1656498046753170005,1656498046753170005,1656498046753170005,0,
1656498046761567529,1656498046761589565,Timing,FusionComponent::Proc,22036,0,0,0,1656498046761589565,1656498046761589565,1656498046761589565,0,
1656498046798821332,1656498046799277520,Timing,FusionComponent::Proc,456188,1656498046726385695,1656498046756551861,1656498046740113378,72891825,42725659,59164142,0,
1656498046809545593,1656498046809570435,Timing,FusionComponent::Proc,24842,0,0,0,1656498046809570435,1656498046809570435,1656498046809570435,0,
1656498046826391292,1656498046826420903,Timing,FusionComponent::Proc,29611,0,0,0,1656498046826420903,1656498046826420903,1656498046826420903,0,
1656498046846773426,1656498046846796055,Timing,FusionComponent::Proc,22629,0,0,0,1656498046846796055,1656498046846796055,1656498046846796055,0,
1656498046882338246,1656498046882371388,Timing,FusionComponent::Proc,33142,0,0,0,1656498046882371388,1656498046882371388,1656498046882371388,0,
1656498046920314478,1656498046920656961,Timing,FusionComponent::Proc,342483,1656498046859771029,1656498046882271682,1656498046813757955,60885932,38385279,106899006,0,
1656498046923080559,1656498046923102709,Timing,FusionComponent::Proc,22150,0,0,0,1656498046923102709,1656498046923102709,1656498046923102709,0,
1656498046941677434,1656498046941703620,Timing,FusionComponent::Proc,26186,0,0,0,1656498046941703620,1656498046941703620,1656498046941703620,0,
1656498046949159381,1656498046949176627,Timing,FusionComponent::Proc,17246,0,0,0,1656498046949176627,1656498046949176627,1656498046949176627,0,
1656498046958122910,1656498046958146116,Timing,FusionComponent::Proc,23206,0,0,0,1656498046958146116,1656498046958146116,1656498046958146116,0,
1656498046984693572,1656498046985000493,Timing,FusionComponent::Proc,306921,1656498046941682729,1656498046945345129,1656498046936517563,43317764,39655364,48482930,0,
1656498046995118142,1656498046995144015,Timing,FusionComponent::Proc,25873,0,0,0,1656498046995144015,1656498046995144015,1656498046995144015,0,
1656498047018240247,1656498047018264198,Timing,FusionComponent::Proc,23951,0,0,0,1656498047018264198,1656498047018264198,1656498047018264198,0,
1656498047040113816,1656498047040397962,Timing,FusionComponent::Proc,284146,1656498046995124308,1656498047012911189,1656498046936517563,45273654,27486773,103880399,0,
1656498047044162590,1656498047044197385,Timing,FusionComponent::Proc,34795,0,0,0,1656498047044197385,1656498047044197385,1656498047044197385,0,
1656498047072657750,1656498047072684403,Timing,FusionComponent::Proc,26653,0,0,0,1656498047072684403,1656498047072684403,1656498047072684403,0,
1656498047091819809,1656498047091849751,Timing,FusionComponent::Proc,29942,0,0,0,1656498047091849751,1656498047091849751,1656498047091849751,0,
1656498047093929466,1656498047093952935,Timing,FusionComponent::Proc,23469,0,0,0,1656498047093952935,1656498047093952935,1656498047093952935,0,
1656498047140782588,1656498047140812549,Timing,FusionComponent::Proc,29961,0,0,0,1656498047140812549,1656498047140812549,1656498047140812549,0,
1656498047162065619,1656498047162634079,Timing,FusionComponent::Proc,568460,1656498047114805511,1656498047147780399,1656498047079143785,47828568,14853680,83490294,0,
1656498047167475036,1656498047167502559,Timing,FusionComponent::Proc,27523,0,0,0,1656498047167502559,1656498047167502559,1656498047167502559,0,
1656498047206395711,1656498047206422474,Timing,FusionComponent::Proc,26763,0,0,0,1656498047206422474,1656498047206422474,1656498047206422474,0,
1656498047212249782,1656498047212277774,Timing,FusionComponent::Proc,27992,0,0,0,1656498047212277774,1656498047212277774,1656498047212277774,0,
1656498047235738893,1656498047236228669,Timing,FusionComponent::Proc,489776,1656498047181881728,1656498047216655282,1656498047208785901,54346941,19573387,27442768,0,
1656498047236801340,1656498047236835008,Timing,FusionComponent::Proc,33668,0,0,0,1656498047236835008,1656498047236835008,1656498047236835008,0,
1656498047274892223,1656498047274914958,Timing,FusionComponent::Proc,22735,0,0,0,1656498047274914958,1656498047274914958,1656498047274914958,0,
1656498047295166420,1656498047295186905,Timing,FusionComponent::Proc,20485,0,0,0,1656498047295186905,1656498047295186905,1656498047295186905,0,
1656498047339003322,1656498047339028329,Timing,FusionComponent::Proc,25007,0,0,0,1656498047339028329,1656498047339028329,1656498047339028329,0,
1656498047352217058,1656498047352247000,Timing,FusionComponent::Proc,29942,0,0,0,1656498047352247000,1656498047352247000,1656498047352247000,0,
1656498047365999669,1656498047366433564,Timing,FusionComponent::Proc,433895,1656498047313236293,1656498047348112354,1656498047339625439,53197271,18321210,26808125,0,
1656498047368084571,1656498047368114411,Timing,FusionComponent::Proc,29840,0,0,0,1656498047368114411,1656498047368114411,1656498047368114411,0,
1656498047407813791,1656498047407842333,Timing,FusionComponent::Proc,28542,0,0,0,1656498047407842333,1656498047407842333,1656498047407842333,0,
1656498047429720441,1656498047429753472,Timing,FusionComponent::Proc,33031,0,0,0,1656498047429753472,1656498047429753472,1656498047429753472,0,
1656498047443098115,1656498047443708336,Timing,FusionComponent::Proc,610221,1656498047390709422,1656498047424009479,1656498047416962962,52998914,19698857,26745374,0,
1656498047444731713,1656498047444766452,Timing,FusionComponent::Proc,34739,0,0,0,1656498047444766452,1656498047444766452,1656498047444766452,0,
1656498047491815730,1656498047491846191,Timing,FusionComponent::Proc,30461,0,0,0,1656498047491846191,1656498047491846191,1656498047491846191,0,
1656498047510516018,1656498047510542297,Timing,FusionComponent::Proc,26279,0,0,0,1656498047510542297,1656498047510542297,1656498047510542297,0,
1656498047546683769,1656498047546712189,Timing,FusionComponent::Proc,28420,0,0,0,1656498047546712189,1656498047546712189,1656498047546712189,0,
1656498047548661801,1656498047548671774,Timing,FusionComponent::Proc,9973,0,0,0,1656498047548671774,1656498047548671774,1656498047548671774,0,
1656498047575739143,1656498047575763275,Timing,FusionComponent::Proc,24132,0,0,0,1656498047575763275,1656498047575763275,1656498047575763275,0,
1656498047576931846,1656498047577286005,Timing,FusionComponent::Proc,354159,1656498047524884874,1656498047556932365,1656498047548412728,52401131,20353640,28873277,0,
