,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
63,1656498051611547813,1656498051611627381,Timing,RTKLocalizationComponent::Proc,79568,0,0,0,1656498051611627381,1656498051611627381,1656498051611627381,0,
64,1656498051691443225,1656498051691560649,Timing,RTKLocalizationComponent::Proc,117424,0,0,0,1656498051691560649,1656498051691560649,1656498051691560649,0,
65,1656498051771485772,1656498051771559274,Timing,RTKLocalizationComponent::Proc,73502,0,0,0,1656498051771559274,1656498051771559274,1656498051771559274,0,
66,1656498051851496135,1656498051851627829,Timing,RTKLocalizationComponent::Proc,131694,0,0,0,1656498051851627829,1656498051851627829,1656498051851627829,0,
67,1656498051931495588,1656498051931587758,Timing,RTKLocalizationComponent::Proc,92170,0,0,0,1656498051931587758,1656498051931587758,1656498051931587758,0,
68,1656498052011500941,1656498052011602468,Timing,RTKLocalizationComponent::Proc,101527,0,0,0,1656498052011602468,1656498052011602468,1656498052011602468,0,
69,1656498052091417742,1656498052091503420,Timing,RTKLocalizationComponent::Proc,85678,0,0,0,1656498052091503420,1656498052091503420,1656498052091503420,0,
70,1656498052171794301,1656498052171951234,Timing,RTKLocalizationComponent::Proc,156933,0,0,0,1656498052171951234,1656498052171951234,1656498052171951234,0,
71,1656498052251482529,1656498052251645720,Timing,RTKLocalizationComponent::Proc,163191,0,0,0,1656498052251645720,1656498052251645720,1656498052251645720,0,
72,1656498052331431223,1656498052331531220,Timing,RTKLocalizationComponent::Proc,99997,0,0,0,1656498052331531220,1656498052331531220,1656498052331531220,0,
73,1656498052411420747,1656498052411546288,Timing,RTKLocalizationComponent::Proc,125541,0,0,0,1656498052411546288,1656498052411546288,1656498052411546288,0,
74,1656498052491427089,1656498052491513262,Timing,RTKLocalizationComponent::Proc,86173,0,0,0,1656498052491513262,1656498052491513262,1656498052491513262,0,
75,1656498052575022439,1656498052575100644,Timing,RTKLocalizationComponent::Proc,78205,0,0,0,1656498052575100644,1656498052575100644,1656498052575100644,0,
76,1656498052651433402,1656498052651682817,Timing,RTKLocalizationComponent::Proc,249415,0,0,0,1656498052651682817,1656498052651682817,1656498052651682817,0,
77,1656498052731489503,1656498052731563580,Timing,RTKLocalizationComponent::Proc,74077,0,0,0,1656498052731563580,1656498052731563580,1656498052731563580,0,
78,1656498052811429039,1656498052811539410,Timing,RTKLocalizationComponent::Proc,110371,0,0,0,1656498052811539410,1656498052811539410,1656498052811539410,0,
79,1656498052898295836,1656498052898403956,Timing,RTKLocalizationComponent::Proc,108120,0,0,0,1656498052898403956,1656498052898403956,1656498052898403956,0,
80,1656498052971403162,1656498052971475743,Timing,RTKLocalizationComponent::Proc,72581,0,0,0,1656498052971475743,1656498052971475743,1656498052971475743,0,
81,1656498053051489225,1656498053051587821,Timing,RTKLocalizationComponent::Proc,98596,0,0,0,1656498053051587821,1656498053051587821,1656498053051587821,0,
82,1656498053136248687,1656498053136339841,Timing,RTKLocalizationComponent::Proc,91154,0,0,0,1656498053136339841,1656498053136339841,1656498053136339841,0,
83,1656498053214379877,1656498053214485446,Timing,RTKLocalizationComponent::Proc,105569,0,0,0,1656498053214485446,1656498053214485446,1656498053214485446,0,
84,1656498053291314324,1656498053291390091,Timing,RTKLocalizationComponent::Proc,75767,0,0,0,1656498053291390091,1656498053291390091,1656498053291390091,0,
