ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656492673708891888,1656492673727756010,Timing,LaneDetectionComponent::OnReceiveImage,18864122,1656492673708890443,0,0,18865567,1656492673727756010,1656492673727756010,0
1656492673744440457,1656492673784072605,Timing,LaneDetectionComponent::OnReceiveImage,39632148,1656492673781436643,0,0,2635962,1656492673784072605,1656492673784072605,0
1656492673781437836,1656492673797265178,Timing,LaneDetectionComponent::OnReceiveImage,15827342,1656492673785311915,0,0,11953263,1656492673797265178,1656492673797265178,0
1656492673785313080,1656492673831711542,Timing,LaneDetectionComponent::OnReceiveImage,46398462,1656492673785311915,0,0,46399627,1656492673831711542,1656492673831711542,0
1656492673839495473,1656492673866602093,Timing,LaneDetectionComponent::OnReceiveImage,27106620,1656492673842027737,0,0,24574356,1656492673866602093,1656492673866602093,0
1656492673842030066,1656492673867666038,Timing,LaneDetectionComponent::OnReceiveImage,25635972,1656492673842027737,0,0,25638301,1656492673867666038,1656492673867666038,0
1656492673897142683,1656492673919424424,Timing,LaneDetectionComponent::OnReceiveImage,22281741,1656492673902555023,0,0,16869401,1656492673919424424,1656492673919424424,0
1656492673902556776,1656492673920133706,Timing,LaneDetectionComponent::OnReceiveImage,17576930,1656492673902555023,0,0,17578683,1656492673920133706,1656492673920133706,0
1656492674032344562,1656492674057916002,Timing,LaneDetectionComponent::OnReceiveImage,25571440,1656492674037989644,0,0,19926358,1656492674057916002,1656492674057916002,0
1656492674037991117,1656492674058730068,Timing,LaneDetectionComponent::OnReceiveImage,20738951,1656492674057944076,0,0,785992,1656492674058730068,1656492674058730068,0
1656492674057944646,1656492674075030673,Timing,LaneDetectionComponent::OnReceiveImage,17086027,1656492674058754437,0,0,16276236,1656492674075030673,1656492674075030673,0
1656492674058754818,1656492674075770412,Timing,LaneDetectionComponent::OnReceiveImage,17015594,1656492674058754437,0,0,17015975,1656492674075770412,1656492674075770412,0
1656492674145575558,1656492674164215273,Timing,LaneDetectionComponent::OnReceiveImage,18639715,1656492674156496651,0,0,7718622,1656492674164215273,1656492674164215273,0
1656492674156498241,1656492674165034831,Timing,LaneDetectionComponent::OnReceiveImage,8536590,1656492674156496651,0,0,8538180,1656492674165034831,1656492674165034831,0
1656492674216779646,1656492674236418382,Timing,LaneDetectionComponent::OnReceiveImage,19638736,1656492674219124794,0,0,17293588,1656492674236418382,1656492674236418382,0
1656492674219126057,1656492674237117724,Timing,LaneDetectionComponent::OnReceiveImage,17991667,1656492674219124794,0,0,17992930,1656492674237117724,1656492674237117724,0
1656492674275412337,1656492674296356130,Timing,LaneDetectionComponent::OnReceiveImage,20943793,1656492674288575971,0,0,7780159,1656492674296356130,1656492674296356130,0
1656492674288577330,1656492674297054038,Timing,LaneDetectionComponent::OnReceiveImage,8476708,1656492674288575971,0,0,8478067,1656492674297054038,1656492674297054038,0
1656492674338766038,1656492674359736862,Timing,LaneDetectionComponent::OnReceiveImage,20970824,1656492674342883829,0,0,16853033,1656492674359736862,1656492674359736862,0
1656492674342885434,1656492674360469878,Timing,LaneDetectionComponent::OnReceiveImage,17584444,1656492674342883829,0,0,17586049,1656492674360469878,1656492674360469878,0
1656492674403876448,1656492674424540209,Timing,LaneDetectionComponent::OnReceiveImage,20663761,1656492674412193970,0,0,12346239,1656492674424540209,1656492674424540209,0
1656492674412195522,1656492674425319486,Timing,LaneDetectionComponent::OnReceiveImage,13123964,1656492674412193970,0,0,13125516,1656492674425319486,1656492674425319486,0
1656492674463855542,1656492674481368546,Timing,LaneDetectionComponent::OnReceiveImage,17513004,1656492674467799607,0,0,13568939,1656492674481368546,1656492674481368546,0
1656492674467801793,1656492674482224806,Timing,LaneDetectionComponent::OnReceiveImage,14423013,1656492674467799607,0,0,14425199,1656492674482224806,1656492674482224806,0
1656492674526544999,1656492674542999338,Timing,LaneDetectionComponent::OnReceiveImage,16454339,1656492674534193151,0,0,8806187,1656492674542999338,1656492674542999338,0
1656492674534195175,1656492674543860465,Timing,LaneDetectionComponent::OnReceiveImage,9665290,1656492674534193151,0,0,9667314,1656492674543860465,1656492674543860465,0
1656492674590083112,1656492674611320994,Timing,LaneDetectionComponent::OnReceiveImage,21237882,1656492674596394088,0,0,14926906,1656492674611320994,1656492674611320994,0
1656492674596395436,1656492674612135606,Timing,LaneDetectionComponent::OnReceiveImage,15740170,1656492674596394088,0,0,15741518,1656492674612135606,1656492674612135606,0
1656492674656275802,1656492674685572962,Timing,LaneDetectionComponent::OnReceiveImage,29297160,1656492674658317522,0,0,27255440,1656492674685572962,1656492674685572962,0
1656492674658318687,1656492674687283721,Timing,LaneDetectionComponent::OnReceiveImage,28965034,1656492674658317522,0,0,28966199,1656492674687283721,1656492674687283721,0
1656492674720649765,1656492674749171249,Timing,LaneDetectionComponent::OnReceiveImage,28521484,1656492674730673398,0,0,18497851,1656492674749171249,1656492674749171249,0
1656492674730675016,1656492674749910154,Timing,LaneDetectionComponent::OnReceiveImage,19235138,1656492674730673398,0,0,19236756,1656492674749910154,1656492674749910154,0
1656492674786843123,1656492674806035044,Timing,LaneDetectionComponent::OnReceiveImage,19191921,1656492674793667422,0,0,12367622,1656492674806035044,1656492674806035044,0
1656492674793670333,1656492674806837354,Timing,LaneDetectionComponent::OnReceiveImage,13167021,1656492674793667422,0,0,13169932,1656492674806837354,1656492674806837354,0
1656492674851877457,1656492674867973025,Timing,LaneDetectionComponent::OnReceiveImage,16095568,1656492674857597145,0,0,10375880,1656492674867973025,1656492674867973025,0
1656492674857599256,1656492674868887170,Timing,LaneDetectionComponent::OnReceiveImage,11287914,1656492674857597145,0,0,11290025,1656492674868887170,1656492674868887170,0
1656492674927597867,1656492674949656084,Timing,LaneDetectionComponent::OnReceiveImage,22058217,1656492674930243773,0,0,19412311,1656492674949656084,1656492674949656084,0
1656492674930245295,1656492674951032069,Timing,LaneDetectionComponent::OnReceiveImage,20786774,1656492674930243773,0,0,20788296,1656492674951032069,1656492674951032069,0
1656492674979377512,1656492675001482500,Timing,LaneDetectionComponent::OnReceiveImage,22104988,1656492674985452735,0,0,16029765,1656492675001482500,1656492675001482500,0
1656492674985454549,1656492675002175702,Timing,LaneDetectionComponent::OnReceiveImage,16721153,1656492674985452735,0,0,16722967,1656492675002175702,1656492675002175702,0
1656492675052619937,1656492675075559975,Timing,LaneDetectionComponent::OnReceiveImage,22940038,1656492675056100900,0,0,19459075,1656492675075559975,1656492675075559975,0
1656492675056102411,1656492675076351339,Timing,LaneDetectionComponent::OnReceiveImage,20248928,1656492675056100900,0,0,20250439,1656492675076351339,1656492675076351339,0
1656492675113822172,1656492675136237276,Timing,LaneDetectionComponent::OnReceiveImage,22415104,1656492675117268519,0,0,18968757,1656492675136237276,1656492675136237276,0
1656492675117269823,1656492675137106089,Timing,LaneDetectionComponent::OnReceiveImage,19836266,1656492675117268519,0,0,19837570,1656492675137106089,1656492675137106089,0
1656492675168812597,1656492675189527449,Timing,LaneDetectionComponent::OnReceiveImage,20714852,1656492675174142325,0,0,15385124,1656492675189527449,1656492675189527449,0
1656492675174146861,1656492675190316601,Timing,LaneDetectionComponent::OnReceiveImage,16169740,1656492675174142325,0,0,16174276,1656492675190316601,1656492675190316601,0
1656492675233294309,1656492675253405895,Timing,LaneDetectionComponent::OnReceiveImage,20111586,1656492675237360982,0,0,16044913,1656492675253405895,1656492675253405895,0
1656492675237362521,1656492675254616537,Timing,LaneDetectionComponent::OnReceiveImage,17254016,1656492675237360982,0,0,17255555,1656492675254616537,1656492675254616537,0
1656492675293276785,1656492675313881520,Timing,LaneDetectionComponent::OnReceiveImage,20604735,1656492675303621710,0,0,10259810,1656492675313881520,1656492675313881520,0
1656492675303623438,1656492675314578967,Timing,LaneDetectionComponent::OnReceiveImage,10955529,1656492675303621710,0,0,10957257,1656492675314578967,1656492675314578967,0
1656492675345795825,1656492675364861268,Timing,LaneDetectionComponent::OnReceiveImage,19065443,1656492675347832730,0,0,17028538,1656492675364861268,1656492675364861268,0
1656492675347833919,1656492675365597863,Timing,LaneDetectionComponent::OnReceiveImage,17763944,1656492675347832730,0,0,17765133,1656492675365597863,1656492675365597863,0
1656492675390912684,1656492675409528863,Timing,LaneDetectionComponent::OnReceiveImage,18616179,1656492675400056459,0,0,9472404,1656492675409528863,1656492675409528863,0
1656492675400058370,1656492675410200998,Timing,LaneDetectionComponent::OnReceiveImage,10142628,1656492675400056459,0,0,10144539,1656492675410200998,1656492675410200998,0
1656492675449445631,1656492675465495777,Timing,LaneDetectionComponent::OnReceiveImage,16050146,1656492675457975048,0,0,7520729,1656492675465495777,1656492675465495777,0
1656492675457977671,1656492675466348133,Timing,LaneDetectionComponent::OnReceiveImage,8370462,1656492675457975048,0,0,8373085,1656492675466348133,1656492675466348133,0
1656492675576893388,1656492675594438824,Timing,LaneDetectionComponent::OnReceiveImage,17545436,1656492675583184730,0,0,11254094,1656492675594438824,1656492675594438824,0
1656492675583185988,1656492675595186217,Timing,LaneDetectionComponent::OnReceiveImage,12000229,1656492675583184730,0,0,12001487,1656492675595186217,1656492675595186217,0
1656492675644362382,1656492675665939520,Timing,LaneDetectionComponent::OnReceiveImage,21577138,1656492675646559396,0,0,19380124,1656492675665939520,1656492675665939520,0
1656492675646560806,1656492675666840693,Timing,LaneDetectionComponent::OnReceiveImage,20279887,1656492675646559396,0,0,20281297,1656492675666840693,1656492675666840693,0
1656492675712506952,1656492675714139371,Timing,LaneDetectionComponent::OnReceiveImage,1632419,1656492675713717166,0,0,422205,1656492675714139371,1656492675714139371,0
1656492675713719331,1656492675736015054,Timing,LaneDetectionComponent::OnReceiveImage,22295723,1656492675713717166,0,0,22297888,1656492675736015054,1656492675736015054,0
1656492675769398768,1656492675789099154,Timing,LaneDetectionComponent::OnReceiveImage,19700386,1656492675778734930,0,0,10364224,1656492675789099154,1656492675789099154,0
1656492675778736910,1656492675789890199,Timing,LaneDetectionComponent::OnReceiveImage,11153289,1656492675778734930,0,0,11155269,1656492675789890199,1656492675789890199,0
1656492675834986628,1656492675851993877,Timing,LaneDetectionComponent::OnReceiveImage,17007249,1656492675841095242,0,0,10898635,1656492675851993877,1656492675851993877,0
1656492675841096983,1656492675852712407,Timing,LaneDetectionComponent::OnReceiveImage,11615424,1656492675841095242,0,0,11617165,1656492675852712407,1656492675852712407,0
1656492675909613580,1656492675929335483,Timing,LaneDetectionComponent::OnReceiveImage,19721903,1656492675913649994,0,0,15685489,1656492675929335483,1656492675929335483,0
1656492675913651149,1656492675930154690,Timing,LaneDetectionComponent::OnReceiveImage,16503541,1656492675913649994,0,0,16504696,1656492675930154690,1656492675930154690,0
1656492675963690077,1656492675977459771,Timing,LaneDetectionComponent::OnReceiveImage,13769694,1656492675971376085,0,0,6083686,1656492675977459771,1656492675977459771,0
1656492675971379528,1656492675978216857,Timing,LaneDetectionComponent::OnReceiveImage,6837329,1656492675971376085,0,0,6840772,1656492675978216857,1656492675978216857,0
1656492676020704566,1656492676037033128,Timing,LaneDetectionComponent::OnReceiveImage,16328562,1656492676035742370,0,0,1290758,1656492676037033128,1656492676037033128,0
1656492676035744058,1656492676037771317,Timing,LaneDetectionComponent::OnReceiveImage,2027259,1656492676035742370,0,0,2028947,1656492676037771317,1656492676037771317,0
1656492676071381259,1656492676072539224,Timing,LaneDetectionComponent::OnReceiveImage,1157965,1656492676071378009,0,0,1161215,1656492676072539224,1656492676072539224,0
1656492676073858730,1656492676091291943,Timing,LaneDetectionComponent::OnReceiveImage,17433213,1656492676073855429,0,0,17436514,1656492676091291943,1656492676091291943,0
1656492676117502011,1656492676134101805,Timing,LaneDetectionComponent::OnReceiveImage,16599794,1656492676121052893,0,0,13048912,1656492676134101805,1656492676134101805,0
1656492676121054465,1656492676135809175,Timing,LaneDetectionComponent::OnReceiveImage,14754710,1656492676121052893,0,0,14756282,1656492676135809175,1656492676135809175,0
1656492676170190073,1656492676186637601,Timing,LaneDetectionComponent::OnReceiveImage,16447528,1656492676177064310,0,0,9573291,1656492676186637601,1656492676186637601,0
1656492676177066948,1656492676187536830,Timing,LaneDetectionComponent::OnReceiveImage,10469882,1656492676177064310,0,0,10472520,1656492676187536830,1656492676187536830,0
1656492676284122302,1656492676307662881,Timing,LaneDetectionComponent::OnReceiveImage,23540579,1656492676287153344,0,0,20509537,1656492676307662881,1656492676307662881,0
1656492676287154994,1656492676308593615,Timing,LaneDetectionComponent::OnReceiveImage,21438621,1656492676287153344,0,0,21440271,1656492676308593615,1656492676308593615,0
1656492676339804768,1656492676361958407,Timing,LaneDetectionComponent::OnReceiveImage,22153639,1656492676342026446,0,0,19931961,1656492676361958407,1656492676361958407,0
1656492676342029611,1656492676362682176,Timing,LaneDetectionComponent::OnReceiveImage,20652565,1656492676342026446,0,0,20655730,1656492676362682176,1656492676362682176,0
1656492676388547326,1656492676408088300,Timing,LaneDetectionComponent::OnReceiveImage,19540974,1656492676401685839,0,0,6402461,1656492676408088300,1656492676408088300,0
1656492676401689442,1656492676408868870,Timing,LaneDetectionComponent::OnReceiveImage,7179428,1656492676401685839,0,0,7183031,1656492676408868870,1656492676408868870,0
1656492676454965737,1656492676473482180,Timing,LaneDetectionComponent::OnReceiveImage,18516443,1656492676462072451,0,0,11409729,1656492676473482180,1656492676473482180,0
1656492676462073729,1656492676474769145,Timing,LaneDetectionComponent::OnReceiveImage,12695416,1656492676462072451,0,0,12696694,1656492676474769145,1656492676474769145,0
1656492676571147380,1656492676590397950,Timing,LaneDetectionComponent::OnReceiveImage,19250570,1656492676578213581,0,0,12184369,1656492676590397950,1656492676590397950,0
1656492676578215201,1656492676591209337,Timing,LaneDetectionComponent::OnReceiveImage,12994136,1656492676578213581,0,0,12995756,1656492676591209337,1656492676591209337,0
1656492676629096144,1656492676643101186,Timing,LaneDetectionComponent::OnReceiveImage,14005042,1656492676636868155,0,0,6233031,1656492676643101186,1656492676643101186,0
1656492676636869674,1656492676643906273,Timing,LaneDetectionComponent::OnReceiveImage,7036599,1656492676636868155,0,0,7038118,1656492676643906273,1656492676643906273,0
1656492676690162407,1656492676710680671,Timing,LaneDetectionComponent::OnReceiveImage,20518264,1656492676695609219,0,0,15071452,1656492676710680671,1656492676710680671,0
1656492676695611167,1656492676711531974,Timing,LaneDetectionComponent::OnReceiveImage,15920807,1656492676695609219,0,0,15922755,1656492676711531974,1656492676711531974,0
