,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish
0,1656418515325901541,1656418515327756004,Timing,PlanningComponent::Proc,1854463,1656408528887238020,1656408528945817392,1656408528879810771,9986440517984,9986381938612,9986447945233,1
1,1656418515488783767,1656418515489010172,Timing,PlanningComponent::Proc,226405,1656408529067880071,1656408529099082690,1656408529029474231,9986421130101,9986389927482,9986459535941,1
2,1656418515625533045,1656418515626017929,Timing,PlanningComponent::Proc,484884,1656408529207282206,1656408529238163469,1656408529159095867,9986418735723,9986387854460,9986466922062,1
3,1656418515692681164,1656418515692870689,Timing,PlanningComponent::Proc,189525,1656408529276890345,1656408529304781889,1656408529295498935,9986415980344,9986388088800,9986397371754,1
4,1656418515819325223,1656418515819530297,Timing,PlanningComponent::Proc,205074,1656408529399398415,1656408529432557749,1656408529423754588,9986420131882,9986386972548,9986395775709,1
5,1656418515890049819,1656418515890287349,Timing,PlanningComponent::Proc,237530,1656408529473007660,1656408529505163656,1656408529423754588,9986417279689,9986385123693,9986466532761,1
6,1656418516010522179,1656418516010823718,Timing,PlanningComponent::Proc,301539,1656408529591485891,1656408529625334894,1656408529558948609,9986419337827,9986385488824,9986451875109,1
7,1656418516077916069,1656418516078074489,Timing,PlanningComponent::Proc,158420,1656408529659683902,1656408529696077629,1656408529687430105,9986418390587,9986381996860,9986390644384,1
8,1656418516217172562,1656418516217445736,Timing,PlanningComponent::Proc,273174,1656408529797260007,1656408529834658029,1656408529762003558,9986420185729,9986382787707,9986455442178,1
9,1656418516293058992,1656418516293330563,Timing,PlanningComponent::Proc,271571,1656408529870082149,1656408529905475349,1656408529896900015,9986423248414,9986387855214,9986396430548,1
10,1656418516424390152,1656418516424584985,Timing,PlanningComponent::Proc,194833,1656408530008112988,1656408530043014950,1656408530025068616,9986416471997,9986381570035,9986399516369,1
11,1656418516507176501,1656418516507556696,Timing,PlanningComponent::Proc,380195,1656408530075729929,1656408530113683286,1656408530104685473,9986431826767,9986393873410,9986402871223,1
12,1656418516621613648,1656418516621795459,Timing,PlanningComponent::Proc,181811,1656408530206519033,1656408530239065532,1656408530229725860,9986415276426,9986382729927,9986392069599,1
13,1656418516689717333,1656418516690008134,Timing,PlanningComponent::Proc,290801,1656408530275621739,1656408530305738939,1656408530229725860,9986414386395,9986384269195,9986460282274,1
14,1656418516819626404,1656418516819847223,Timing,PlanningComponent::Proc,220819,1656408530401336774,1656408530428059860,1656408530360584910,9986418510449,9986391787363,9986459262313,1
15,1656418516880992875,1656418516881179565,Timing,PlanningComponent::Proc,186690,1656408530462140385,1656408530492761013,1656408530483495594,9986419039180,9986388418552,9986397683971,1
16,1656418517001162515,1656418517001487477,Timing,PlanningComponent::Proc,324962,1656408530590587479,1656408530618185498,1656408530609405959,9986410899998,9986383301979,9986392081518,1
17,1656418517067192250,1656418517067379817,Timing,PlanningComponent::Proc,187567,1656408530650222842,1656408530679707758,1656408530609405959,9986417156975,9986387672059,9986457973858,1
18,1656418517183417948,1656418517183777512,Timing,PlanningComponent::Proc,359564,1656408530770128180,1656408530799440996,1656408530731170320,9986413649332,9986384336516,9986452607192,1
19,1656418517235841604,1656418517236145108,Timing,PlanningComponent::Proc,303504,1656408530831159462,1656408530842947628,1656408530837716977,9986404985646,9986393197480,9986398428131,1
20,1656418517339228904,1656418517339398439,Timing,PlanningComponent::Proc,169535,1656408530930402664,1656408530952386312,1656408530947132876,9986408995775,9986387012127,9986392265563,1
21,1656418517481150107,1656418517481368662,Timing,PlanningComponent::Proc,218555,1656408531053285006,1656408531102525853,1656408531085475149,9986428083656,9986378842809,9986395893513,1
22,1656418517601923903,1656418517602102937,Timing,PlanningComponent::Proc,179034,1656408531187821163,1656408531213200863,1656408531205450338,9986414281774,9986388902074,9986396652599,1
23,1656418517657493716,1656418517657675930,Timing,PlanningComponent::Proc,182214,1656408531253665449,1656408531272320903,1656408531205450338,9986404010481,9986385355027,9986452225592,1
24,1656418517776837289,1656418517778003649,Timing,PlanningComponent::Proc,1166360,1656408531362927064,1656408531379064308,1656408531325058196,9986415076585,9986398939341,9986452945453,1
25,1656418517856960542,1656418517857124890,Timing,PlanningComponent::Proc,164348,1656408531462141818,1656408531466662279,1656408531414958082,9986394983072,9986390462611,9986442166808,1
26,1656418517909159628,1656418518048410328,Timing,PlanningComponent::Proc,139250700,1656408531571349442,1656408531526669374,1656408531509054547,9986477060886,9986521740954,9986539355781,1
27,1656418518048698996,1656418518129517275,Timing,PlanningComponent::Proc,80818279,1656408531707313579,1656408531658192279,1656408531674943778,9986422203696,9986471324996,9986454573497,1
28,1656418518160800158,1656418518247369628,Timing,PlanningComponent::Proc,86569470,1656408531722211993,1656408531759767426,1656408531757661987,9986525157635,9986487602202,9986489707641,1
29,1656418518247692815,1656418518340177014,Timing,PlanningComponent::Proc,92484199,1656408531845609126,1656408531813758179,1656408531757661987,9986494567888,9986526418835,9986582515027,1
30,1656418518340513541,1656418518424170840,Timing,PlanningComponent::Proc,83657299,1656408531923943275,1656408531935792450,1656408531861212604,9986500227565,9986488378390,9986562958236,1
31,1656418518424554748,1656418518505400908,Timing,PlanningComponent::Proc,80846160,1656408532038288715,1656408532004144309,1656408531982410512,9986467112193,9986501256599,9986522990396,1
32,1656418518505821906,1656418518579064290,Timing,PlanningComponent::Proc,73242384,1656408532039699968,1656408532087098856,1656408532064024703,9986539364322,9986491965434,9986515039587,1
33,1656418518645785222,1656418518715149260,Timing,PlanningComponent::Proc,69364038,1656408532187821407,1656408532255595570,1656408532250026855,9986527327853,9986459553690,9986465122405,1
34,1656418518726729598,1656418518768225340,Timing,PlanningComponent::Proc,41495742,1656408532330524062,1656408532336755035,1656408532321392580,9986437701278,9986431470305,9986446832760,1
35,1656418518824484728,1656418518858890629,Timing,PlanningComponent::Proc,34405901,1656408532391034196,1656408532444110914,1656408532434957081,9986467856433,9986414779715,9986423933548,1
36,1656418519013923189,1656418519043818040,Timing,PlanningComponent::Proc,29894851,1656408532601309807,1656408532614765001,1656408532554490124,9986442508233,9986429053039,9986489327916,1
37,1656418519057367018,1656418519093455392,Timing,PlanningComponent::Proc,36088374,1656408532660969836,1656408532673835331,1656408532668277851,9986432485556,9986419620061,9986425177541,1
38,1656418519192327694,1656418519222593738,Timing,PlanningComponent::Proc,30266044,1656408532770988928,1656408532803073416,1656408532794517581,9986451604810,9986419520322,9986428076157,1
39,1656418519274150522,1656418519311247750,Timing,PlanningComponent::Proc,37097228,1656408532917835093,1656408532889445233,1656408532881374119,9986393412657,9986421802517,9986429873631,1
40,1656418519340472375,1656418519371306789,Timing,PlanningComponent::Proc,30834414,1656408532933687895,1656408532957294923,1656408532881374119,9986437618894,9986414011866,9986489932670,1
41,1656418519485282039,1656418519521051654,Timing,PlanningComponent::Proc,35769615,1656408533101737357,1656408533075400633,1656408533006904668,9986419314297,9986445651021,9986514146986,1
42,1656418519563160747,1656418519593536450,Timing,PlanningComponent::Proc,30375703,1656408533145476848,1656408533152385782,1656408533114835564,9986448059602,9986441150668,9986478700886,1
43,1656418519671682662,1656418519706285423,Timing,PlanningComponent::Proc,34602761,1656408533290898830,1656408533274172941,1656408533202667559,9986415386593,9986432112482,9986503617864,1
