ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,ts_TL,ts_lane,lat_cam,lat_lidar,lat_radar,lat_TL,lat_lane,is_finish,info
1656595591604027203,1656595591635654510,Timing,FusionCameraDetectionComponent::OnReceiveImage,31627307,1656595591607636991,0,0,0,0,28017519,1656595591635654510,1656595591635654510,1656595591635654510,1656595591635654510,1,0
1656595591607643792,1656595591657152300,Timing,FusionCameraDetectionComponent::OnReceiveImage,49508508,1656595591607636991,0,0,0,0,49515309,1656595591657152300,1656595591657152300,1656595591657152300,1656595591657152300,1,0
1656595591717974983,1656595591744704749,Timing,FusionCameraDetectionComponent::OnReceiveImage,26729766,1656595591721426819,0,0,0,0,23277930,1656595591744704749,1656595591744704749,1656595591744704749,1656595591744704749,1,0
1656595591721428440,1656595591769445635,Timing,FusionCameraDetectionComponent::OnReceiveImage,48017195,1656595591721426819,0,0,0,0,48018816,1656595591769445635,1656595591769445635,1656595591769445635,1656595591769445635,1,0
1656595591786341192,1656595591812015750,Timing,FusionCameraDetectionComponent::OnReceiveImage,25674558,1656595591788536430,0,0,0,0,23479320,1656595591812015750,1656595591812015750,1656595591812015750,1656595591812015750,1,0
1656595591788537845,1656595591845900333,Timing,FusionCameraDetectionComponent::OnReceiveImage,57362488,1656595591829214507,0,0,0,0,16685826,1656595591845900333,1656595591845900333,1656595591845900333,1656595591845900333,1,0
1656595591829216694,1656595591870334642,Timing,FusionCameraDetectionComponent::OnReceiveImage,41117948,1656595591845949819,0,0,0,0,24384823,1656595591870334642,1656595591870334642,1656595591870334642,1656595591870334642,1,0
1656595591845951295,1656595591897711896,Timing,FusionCameraDetectionComponent::OnReceiveImage,51760601,1656595591874302483,0,0,0,0,23409413,1656595591897711896,1656595591897711896,1656595591897711896,1656595591897711896,1,0
1656595591874304656,1656595591920776667,Timing,FusionCameraDetectionComponent::OnReceiveImage,46472011,1656595591897748764,0,0,0,0,23027903,1656595591920776667,1656595591920776667,1656595591920776667,1656595591920776667,1,0
1656595591897749495,1656595591939455888,Timing,FusionCameraDetectionComponent::OnReceiveImage,41706393,1656595591897748764,0,0,0,0,41707124,1656595591939455888,1656595591939455888,1656595591939455888,1656595591939455888,1,0
1656595591961048363,1656595591991524611,Timing,FusionCameraDetectionComponent::OnReceiveImage,30476248,1656595591963727408,0,0,0,0,27797203,1656595591991524611,1656595591991524611,1656595591991524611,1656595591991524611,1,0
1656595591963729244,1656595592025493849,Timing,FusionCameraDetectionComponent::OnReceiveImage,61764605,1656595592007625079,0,0,0,0,17868770,1656595592025493849,1656595592025493849,1656595592025493849,1656595592025493849,1,0
1656595592007626809,1656595592045366279,Timing,FusionCameraDetectionComponent::OnReceiveImage,37739470,1656595592025531699,0,0,0,0,19834580,1656595592045366279,1656595592045366279,1656595592045366279,1656595592045366279,1,0
