ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656495406265019803,1656495406265061541,Timing,FusionComponent::Proc,41738,0,0,0,1656495406265061541,1656495406265061541,1656495406265061541,0,
1656495406289639867,1656495406289675944,Timing,FusionComponent::Proc,36077,0,0,0,1656495406289675944,1656495406289675944,1656495406289675944,0,
1656495406306136511,1656495406306175241,Timing,FusionComponent::Proc,38730,0,0,0,1656495406306175241,1656495406306175241,1656495406306175241,0,
1656495406307314614,1656495406307337887,Timing,FusionComponent::Proc,23273,0,0,0,1656495406307337887,1656495406307337887,1656495406307337887,0,
1656495406324155985,1656495406324185031,Timing,FusionComponent::Proc,29046,0,0,0,1656495406324185031,1656495406324185031,1656495406324185031,0,
1656495406381114825,1656495406381427131,Timing,FusionComponent::Proc,312306,1656495406289647979,1656495406360552582,1656495406293348282,91779152,20874549,88078849,0,
1656495406413170484,1656495406413187147,Timing,FusionComponent::Proc,16663,0,0,0,1656495406413187147,1656495406413187147,1656495406413187147,0,
1656495406415495509,1656495406415526269,Timing,FusionComponent::Proc,30760,0,0,0,1656495406415526269,1656495406415526269,1656495406415526269,0,
1656495406442991569,1656495406443026464,Timing,FusionComponent::Proc,34895,0,0,0,1656495406443026464,1656495406443026464,1656495406443026464,0,
1656495406460252465,1656495406460284824,Timing,FusionComponent::Proc,32359,0,0,0,1656495406460284824,1656495406460284824,1656495406460284824,0,
1656495406479126223,1656495406479152634,Timing,FusionComponent::Proc,26411,0,0,0,1656495406479152634,1656495406479152634,1656495406479152634,0,
1656495406496894410,1656495406499034562,Timing,FusionComponent::Proc,2140152,1656495406442996244,1656495406477828770,1656495406400592275,56038318,21205792,98442287,0,
1656495406508937406,1656495406508962807,Timing,FusionComponent::Proc,25401,0,0,0,1656495406508962807,1656495406508962807,1656495406508962807,0,
1656495406525260052,1656495406525287596,Timing,FusionComponent::Proc,27544,0,0,0,1656495406525287596,1656495406525287596,1656495406525287596,0,
1656495406550999704,1656495406551061595,Timing,FusionComponent::Proc,61891,0,0,0,1656495406551061595,1656495406551061595,1656495406551061595,0,
1656495406570813905,1656495406570845984,Timing,FusionComponent::Proc,32079,0,0,0,1656495406570845984,1656495406570845984,1656495406570845984,0,
1656495406595822805,1656495406595850506,Timing,FusionComponent::Proc,27701,0,0,0,1656495406595850506,1656495406595850506,1656495406595850506,0,
1656495406596404547,1656495406596835085,Timing,FusionComponent::Proc,430538,1656495406550994455,1656495406574421624,1656495406508626257,45840630,22413461,88208828,0,
1656495406637975931,1656495406638001365,Timing,FusionComponent::Proc,25434,0,0,0,1656495406638001365,1656495406638001365,1656495406638001365,0,
1656495406638882784,1656495406638911439,Timing,FusionComponent::Proc,28655,0,0,0,1656495406638911439,1656495406638911439,1656495406638911439,0,
1656495406657616070,1656495406658080296,Timing,FusionComponent::Proc,464226,1656495406610162789,1656495406632168220,1656495406626275325,47917507,25912076,31804971,0,
1656495406661381426,1656495406661404134,Timing,FusionComponent::Proc,22708,0,0,0,1656495406661404134,1656495406661404134,1656495406661404134,0,
1656495406743336853,1656495406743373930,Timing,FusionComponent::Proc,37077,0,0,0,1656495406743373930,1656495406743373930,1656495406743373930,0,
1656495406754130741,1656495406754168925,Timing,FusionComponent::Proc,38184,0,0,0,1656495406754168925,1656495406754168925,1656495406754168925,0,
1656495406763074707,1656495406763097380,Timing,FusionComponent::Proc,22673,0,0,0,1656495406763097380,1656495406763097380,1656495406763097380,0,
1656495406775308278,1656495406775886743,Timing,FusionComponent::Proc,578465,1656495406723526606,1656495406755879352,1656495406753768758,52360137,20007391,22117985,0,
1656495406806075134,1656495406806106817,Timing,FusionComponent::Proc,31683,0,0,0,1656495406806106817,1656495406806106817,1656495406806106817,0,
1656495406823906939,1656495406823937613,Timing,FusionComponent::Proc,30674,0,0,0,1656495406823937613,1656495406823937613,1656495406823937613,0,
1656495406863656512,1656495406863697881,Timing,FusionComponent::Proc,41369,0,0,0,1656495406863697881,1656495406863697881,1656495406863697881,0,
1656495406881495719,1656495406881523894,Timing,FusionComponent::Proc,28175,0,0,0,1656495406881523894,1656495406881523894,1656495406881523894,0,
1656495406883798464,1656495406883824787,Timing,FusionComponent::Proc,26323,0,0,0,1656495406883824787,1656495406883824787,1656495406883824787,0,
1656495406902719238,1656495406903419692,Timing,FusionComponent::Proc,700454,1656495406847758406,1656495406887268531,1656495406871192223,55661286,16151161,32227469,0,
1656495406926569559,1656495406926607949,Timing,FusionComponent::Proc,38390,0,0,0,1656495406926607949,1656495406926607949,1656495406926607949,0,
1656495406954985266,1656495406955020103,Timing,FusionComponent::Proc,34837,0,0,0,1656495406955020103,1656495406955020103,1656495406955020103,0,
1656495406972881185,1656495406972909962,Timing,FusionComponent::Proc,28777,0,0,0,1656495406972909962,1656495406972909962,1656495406972909962,0,
1656495406974267412,1656495406974292931,Timing,FusionComponent::Proc,25519,0,0,0,1656495406974292931,1656495406974292931,1656495406974292931,0,
1656495406990622589,1656495406990647084,Timing,FusionComponent::Proc,24495,0,0,0,1656495406990647084,1656495406990647084,1656495406990647084,0,
1656495407013541925,1656495407014040132,Timing,FusionComponent::Proc,498207,1656495406954996208,1656495406997972505,1656495406961662974,59043924,16067627,52377158,0,
1656495407029909625,1656495407030218106,Timing,FusionComponent::Proc,308481,1656495406954996208,1656495407013336560,1656495406961662974,75221898,16881546,68555132,0,
1656495407065573544,1656495407065612125,Timing,FusionComponent::Proc,38581,0,0,0,1656495407065612125,1656495407065612125,1656495407065612125,0,
1656495407083977715,1656495407084004821,Timing,FusionComponent::Proc,27106,0,0,0,1656495407084004821,1656495407084004821,1656495407084004821,0,
