ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656495492663438996,1656495492663703515,Timing,RadarDetectionComponent::Proc,264519,0,0,1656495492663437906,1656495492663703515,1656495492663703515,265609,0,
1656495492663736573,1656495492663784551,Timing,FusionComponent::Proc,47978,0,0,0,1656495492663784551,1656495492663784551,1656495492663784551,0,
1656495492639814645,1656495492689981300,Timing,FusionCameraDetectionComponent::OnReceiveImage,50166655,1656495492639813288,0,0,50168012,1656495492689981300,1656495492689981300,0,
1656495492690083016,1656495492690130889,Timing,FusionComponent::Proc,47873,0,0,0,1656495492690130889,1656495492690130889,1656495492690130889,0,
1656495492668910251,1656495492691239634,Timing,DetectionComponent::Proc,22329383,0,1656495492668907470,0,1656495492691239634,22332164,1656495492691239634,0,
1656495492691356475,1656495492692314565,Timing,RecognitionComponent::Proc,958090,0,1656495492668907470,0,1656495492692314565,23407095,1656495492692314565,0,
1656495492692325205,1656495492693778733,Timing,FusionComponent::Proc,1453528,1656495492639813288,1656495492668907470,1656495492663437906,53965445,24871263,30340827,0,
1656495492690093129,1656495492712327890,Timing,FusionCameraDetectionComponent::OnReceiveImage,22234761,1656495492693492322,0,0,18835568,1656495492712327890,1656495492712327890,0,
1656495492712373903,1656495492712419567,Timing,FusionComponent::Proc,45664,0,0,0,1656495492712419567,1656495492712419567,1656495492712419567,0,
1656495492693493877,1656495492731390928,Timing,FusionCameraDetectionComponent::OnReceiveImage,37897051,1656495492693492322,0,0,37898606,1656495492731390928,1656495492731390928,0,
1656495492731449342,1656495492731490411,Timing,FusionComponent::Proc,41069,0,0,0,1656495492731490411,1656495492731490411,1656495492731490411,0,
1656495492746741181,1656495492747106493,Timing,RadarDetectionComponent::Proc,365312,0,0,1656495492746738767,1656495492747106493,1656495492747106493,367726,0,
1656495492747155546,1656495492747232462,Timing,FusionComponent::Proc,76916,0,0,0,1656495492747232462,1656495492747232462,1656495492747232462,0,
1656495492735264833,1656495492760022510,Timing,FusionCameraDetectionComponent::OnReceiveImage,24757677,1656495492748638528,0,0,11383982,1656495492760022510,1656495492760022510,0,
1656495492760108874,1656495492760167340,Timing,FusionComponent::Proc,58466,0,0,0,1656495492760167340,1656495492760167340,1656495492760167340,0,
1656495492755478532,1656495492785232734,Timing,DetectionComponent::Proc,29754202,0,1656495492755477236,0,1656495492785232734,29755498,1656495492785232734,0,
1656495492785298870,1656495492785815287,Timing,RecognitionComponent::Proc,516417,0,1656495492755477236,0,1656495492785815287,30338051,1656495492785815287,0,
1656495492785830145,1656495492786677325,Timing,FusionComponent::Proc,847180,1656495492748638528,1656495492755477236,1656495492746738767,38038797,31200089,39938558,0,
1656495492748639952,1656495492789412740,Timing,FusionCameraDetectionComponent::OnReceiveImage,40772788,1656495492748638528,0,0,40774212,1656495492789412740,1656495492789412740,0,
1656495492789457044,1656495492789489219,Timing,FusionComponent::Proc,32175,0,0,0,1656495492789489219,1656495492789489219,1656495492789489219,0,
1656495492837405310,1656495492838026189,Timing,RadarDetectionComponent::Proc,620879,0,0,1656495492837403055,1656495492838026189,1656495492838026189,623134,0,
1656495492838117731,1656495492838334554,Timing,FusionComponent::Proc,216823,0,0,0,1656495492838334554,1656495492838334554,1656495492838334554,0,
1656495492839677482,1656495492866514209,Timing,FusionCameraDetectionComponent::OnReceiveImage,26836727,1656495492841245014,0,0,25269195,1656495492866514209,1656495492866514209,0,
1656495492866563858,1656495492866606059,Timing,FusionComponent::Proc,42201,0,0,0,1656495492866606059,1656495492866606059,1656495492866606059,0,
1656495492841247366,1656495492898579127,Timing,FusionCameraDetectionComponent::OnReceiveImage,57331761,1656495492841245014,0,0,57334113,1656495492898579127,1656495492898579127,0,
1656495492898698418,1656495492898819868,Timing,FusionComponent::Proc,121450,0,0,0,1656495492898819868,1656495492898819868,1656495492898819868,0,
1656495492878674567,1656495492902117235,Timing,DetectionComponent::Proc,23442668,0,1656495492878673248,0,1656495492902117235,23443987,1656495492902117235,0,
1656495492902222417,1656495492903254540,Timing,RecognitionComponent::Proc,1032123,0,1656495492878673248,0,1656495492903254540,24581292,1656495492903254540,0,
1656495492903279120,1656495492904880463,Timing,FusionComponent::Proc,1601343,1656495492841245014,1656495492878673248,1656495492837403055,63635449,26207215,67477408,0,
1656495492918598382,1656495492918984339,Timing,RadarDetectionComponent::Proc,385957,0,0,1656495492918596535,1656495492918984339,1656495492918984339,387804,0,
1656495492919036789,1656495492919084966,Timing,FusionComponent::Proc,48177,0,0,0,1656495492919084966,1656495492919084966,1656495492919084966,0,
1656495492899601207,1656495492919740243,Timing,FusionCameraDetectionComponent::OnReceiveImage,20139036,1656495492904122929,0,0,15617314,1656495492919740243,1656495492919740243,0,
1656495492919777512,1656495492919818260,Timing,FusionComponent::Proc,40748,0,0,0,1656495492919818260,1656495492919818260,1656495492919818260,0,
1656495492904125748,1656495492939665342,Timing,FusionCameraDetectionComponent::OnReceiveImage,35539594,1656495492904122929,0,0,35542413,1656495492939665342,1656495492939665342,0,
1656495492939723165,1656495492939766509,Timing,FusionComponent::Proc,43344,0,0,0,1656495492939766509,1656495492939766509,1656495492939766509,0,
1656495492941489743,1656495492976898011,Timing,FusionCameraDetectionComponent::OnReceiveImage,35408268,1656495492952945696,0,0,23952315,1656495492976898011,1656495492976898011,0,
1656495492976953143,1656495492976982688,Timing,FusionComponent::Proc,29545,0,0,0,1656495492976982688,1656495492976982688,1656495492976982688,0,
1656495492958132814,1656495492977344845,Timing,DetectionComponent::Proc,19212031,0,1656495492958130172,0,1656495492977344845,19214673,1656495492977344845,0,
1656495492977411174,1656495492978105810,Timing,RecognitionComponent::Proc,694636,0,1656495492958130172,0,1656495492978105810,19975638,1656495492978105810,0,
1656495492978113900,1656495492978956505,Timing,FusionComponent::Proc,842605,1656495492952945696,1656495492958130172,1656495492918596535,26010809,20826333,60359970,0,
1656495492952947285,1656495492996020731,Timing,FusionCameraDetectionComponent::OnReceiveImage,43073446,1656495492952945696,0,0,43075035,1656495492996020731,1656495492996020731,0,
1656495492996068767,1656495492996106417,Timing,FusionComponent::Proc,37650,0,0,0,1656495492996106417,1656495492996106417,1656495492996106417,0,
1656495493008832426,1656495493021486683,Timing,RadarDetectionComponent::Proc,12654257,0,0,1656495493008831217,1656495493021486683,1656495493021486683,12655466,0,
1656495493021533639,1656495493021558398,Timing,FusionComponent::Proc,24759,0,0,0,1656495493021558398,1656495493021558398,1656495493021558398,0,
1656495493044765124,1656495493071603024,Timing,FusionCameraDetectionComponent::OnReceiveImage,26837900,1656495493047083507,0,0,24519517,1656495493071603024,1656495493071603024,0,
1656495493071651935,1656495493071687268,Timing,FusionComponent::Proc,35333,0,0,0,1656495493071687268,1656495493071687268,1656495493071687268,0,
1656495493073101042,1656495493094567348,Timing,DetectionComponent::Proc,21466306,0,1656495493073099943,0,1656495493094567348,21467405,1656495493094567348,0,
1656495493094636459,1656495493095206033,Timing,RecognitionComponent::Proc,569574,0,1656495493073099943,0,1656495493095206033,22106090,1656495493095206033,0,
1656495493095216604,1656495493096125800,Timing,FusionComponent::Proc,909196,1656495493047083507,1656495493073099943,1656495493008831217,49042293,23025857,87294583,0,
1656495493047086681,1656495493097940120,Timing,FusionCameraDetectionComponent::OnReceiveImage,50853439,1656495493047083507,0,0,50856613,1656495493097940120,1656495493097940120,0,
1656495493097987326,1656495493098047059,Timing,FusionComponent::Proc,59733,0,0,0,1656495493098047059,1656495493098047059,1656495493098047059,0,
1656495493103678144,1656495493116603963,Timing,RadarDetectionComponent::Proc,12925819,0,0,1656495493103675958,1656495493116603963,1656495493116603963,12928005,0,
1656495493116663865,1656495493116718506,Timing,FusionComponent::Proc,54641,0,0,0,1656495493116718506,1656495493116718506,1656495493116718506,0,
1656495493099972205,1656495493135891382,Timing,FusionCameraDetectionComponent::OnReceiveImage,35919177,1656495493105704618,0,0,30186764,1656495493135891382,1656495493135891382,0,
1656495493135951888,1656495493135995944,Timing,FusionComponent::Proc,44056,0,0,0,1656495493135995944,1656495493135995944,1656495493135995944,0,
1656495493116074788,1656495493137262212,Timing,DetectionComponent::Proc,21187424,0,1656495493116072567,0,1656495493137262212,21189645,1656495493137262212,0,
1656495493137362452,1656495493137899749,Timing,RecognitionComponent::Proc,537297,0,1656495493116072567,0,1656495493137899749,21827182,1656495493137899749,0,
1656495493137896425,1656495493138710699,Timing,FusionComponent::Proc,814274,1656495493105704618,1656495493116072567,1656495493103675958,33006081,22638132,35034741,0,
1656495493105706776,1656495493162215969,Timing,FusionCameraDetectionComponent::OnReceiveImage,56509193,1656495493151599488,0,0,10616481,1656495493162215969,1656495493162215969,0,
1656495493162268695,1656495493162313995,Timing,FusionComponent::Proc,45300,0,0,0,1656495493162313995,1656495493162313995,1656495493162313995,0,
1656495493151601539,1656495493180969544,Timing,FusionCameraDetectionComponent::OnReceiveImage,29368005,1656495493162278239,0,0,18691305,1656495493180969544,1656495493180969544,0,
1656495493181012521,1656495493181057741,Timing,FusionComponent::Proc,45220,0,0,0,1656495493181057741,1656495493181057741,1656495493181057741,0,
1656495493162279071,1656495493201289506,Timing,FusionCameraDetectionComponent::OnReceiveImage,39010435,1656495493162278239,0,0,39011267,1656495493201289506,1656495493201289506,0,
1656495493201343526,1656495493201374867,Timing,FusionComponent::Proc,31341,0,0,0,1656495493201374867,1656495493201374867,1656495493201374867,0,
1656495493190096377,1656495493202933704,Timing,RadarDetectionComponent::Proc,12837327,0,0,1656495493190094567,1656495493202933704,1656495493202933704,12839137,0,
1656495493202973717,1656495493203014934,Timing,FusionComponent::Proc,41217,0,0,0,1656495493203014934,1656495493203014934,1656495493203014934,0,
1656495493208107587,1656495493234314750,Timing,FusionCameraDetectionComponent::OnReceiveImage,26207163,1656495493209726852,0,0,24587898,1656495493234314750,1656495493234314750,0,
1656495493234362583,1656495493234402859,Timing,FusionComponent::Proc,40276,0,0,0,1656495493234402859,1656495493234402859,1656495493234402859,0,
1656495493209730220,1656495493251375508,Timing,FusionCameraDetectionComponent::OnReceiveImage,41645288,1656495493209726852,0,0,41648656,1656495493251375508,1656495493251375508,0,
1656495493251422662,1656495493251462717,Timing,FusionComponent::Proc,40055,0,0,0,1656495493251462717,1656495493251462717,1656495493251462717,0,
1656495493259063705,1656495493275692275,Timing,DetectionComponent::Proc,16628570,0,1656495493259062339,0,1656495493275692275,16629936,1656495493275692275,0,
1656495493275847807,1656495493276835995,Timing,RecognitionComponent::Proc,988188,0,1656495493259062339,0,1656495493276835995,17773656,1656495493276835995,0,
1656495493276853644,1656495493278189824,Timing,FusionComponent::Proc,1336180,1656495493209726852,1656495493259062339,1656495493190094567,68462972,19127485,88095257,0,
1656495493281990728,1656495493294781287,Timing,RadarDetectionComponent::Proc,12790559,0,0,1656495493281989174,1656495493294781287,1656495493294781287,12792113,0,
1656495493294838810,1656495493294890218,Timing,FusionComponent::Proc,51408,0,0,0,1656495493294890218,1656495493294890218,1656495493294890218,0,
1656495493277566324,1656495493296757605,Timing,FusionCameraDetectionComponent::OnReceiveImage,19191281,1656495493281923323,0,0,14834282,1656495493296757605,1656495493296757605,0,
1656495493296794369,1656495493296829621,Timing,FusionComponent::Proc,35252,0,0,0,1656495493296829621,1656495493296829621,1656495493296829621,0,
1656495493281925716,1656495493314841724,Timing,FusionCameraDetectionComponent::OnReceiveImage,32916008,1656495493281923323,0,0,32918401,1656495493314841724,1656495493314841724,0,
1656495493314903726,1656495493314952566,Timing,FusionComponent::Proc,48840,0,0,0,1656495493314952566,1656495493314952566,1656495493314952566,0,
1656495493322249349,1656495493337940661,Timing,DetectionComponent::Proc,15691312,0,1656495493322247784,0,1656495493337940661,15692877,1656495493337940661,0,
1656495493338055449,1656495493338768020,Timing,RecognitionComponent::Proc,712571,0,1656495493322247784,0,1656495493338768020,16520236,1656495493338768020,0,
1656495493338804294,1656495493340147187,Timing,FusionComponent::Proc,1342893,1656495493281923323,1656495493322247784,1656495493281989174,58223864,17899403,58158013,0,
1656495493342103131,1656495493360696688,Timing,FusionCameraDetectionComponent::OnReceiveImage,18593557,1656495493345854255,0,0,14842433,1656495493360696688,1656495493360696688,0,
1656495493360748513,1656495493360787251,Timing,FusionComponent::Proc,38738,0,0,0,1656495493360787251,1656495493360787251,1656495493360787251,0,
1656495493345856496,1656495493378783130,Timing,FusionCameraDetectionComponent::OnReceiveImage,32926634,1656495493345854255,0,0,32928875,1656495493378783130,1656495493378783130,0,
1656495493378826560,1656495493378858655,Timing,FusionComponent::Proc,32095,0,0,0,1656495493378858655,1656495493378858655,1656495493378858655,0,
1656495493379330763,1656495493379620410,Timing,RadarDetectionComponent::Proc,289647,0,0,1656495493379329414,1656495493379620410,1656495493379620410,290996,0,
1656495493379651939,1656495493379687810,Timing,FusionComponent::Proc,35871,0,0,0,1656495493379687810,1656495493379687810,1656495493379687810,0,
1656495493421941719,1656495493439035072,Timing,FusionCameraDetectionComponent::OnReceiveImage,17093353,1656495493421940253,0,0,17094819,1656495493439035072,1656495493439035072,0,
1656495493439096024,1656495493439157431,Timing,FusionComponent::Proc,61407,0,0,0,1656495493439157431,1656495493439157431,1656495493439157431,0,
1656495493454388657,1656495493457850720,Timing,RadarDetectionComponent::Proc,3462063,0,0,1656495493454386899,1656495493457850720,1656495493457850720,3463821,0,
1656495493457984210,1656495493458133793,Timing,FusionComponent::Proc,149583,0,0,0,1656495493458133793,1656495493458133793,1656495493458133793,0,
