execution_time
1159263
355456
309964
341316
363449
399916
443425
345569
383325
368974
944812
579749
390090
645361
516855
504938
560796
425360
433263
479104
467647
509810
491481
432665
788936
494673
513207
464888
501513
520378
595570
397902
453990
448703
581715
484339
721620
421349
465642
709849
622967
483673
494883
444395
459263
552850
1385046
395891
454408
481951
533260
494789
479244
425627
469440
485118
386950
494898
446594
566022
447346
711266
438827
480522
434096
522561
585121
453117
408045
693166
586153
447085
495422
471146
870094
530925
380224
516223
475218
671897
563418
456189
634641
771873
499779
711693
444295
464482
496681
481383
519423
458209
429347
470827
558611
608235
693311
462064
496928
531072
464324
485113
414164
470184
565464
501401
447596
422048
644583
497581
470412
799819
714626
551106
666036
467313
530772
533352
454661
524089
505304
488226
639461
615097
675144
606119
529948
474269
531323
599322
497169
497121
699133
645540
590974
511231
436514
537495
505203
547316
443852
592322
642170
703188
558578
475820
618139
464509
548372
442735
778122
480048
488593
478810
416775
748130
497511
460423
596418
446887
572762
480624
528327
469557
634554
461116
492453
476026
782685
488715
537773
704435
552516
768092
619979
452267
535692
634783
457312
549343
433443
598280
549755
622631
493268
477564
575753
589432
438513
489972
434567
712345
587475
423061
534396
464032
572842
536747
436821
766146
480953
582158
497441
497861
482597
486905
444263
704949
473420
545268
448619
593070
492717
819058
882225
429173
514137
518373
517047
562686
456816
458320
574463
441546
599873
823725
515284
574070
479055
521903
529124
558515
454348
428838
654153
508963
564550
630363
519500
630363
404271
8090616
551564
576818
535195
576067
606862
548721
497143
514672
599479
839310
464522
641988
430587
653922
487991
516357
418403
478698
1034764
536682
458265
552709
471036
515917
510107
571478
718193
500553
558815
447561
505223
637913
520555
571083
496387
604749
518411
599024
621394
627786
386361
495454
551819
541585
473901
528094
542986
608147
572028
770885
427556
645184
509989
888831
762904
544796
540889
427338
532118
491788
500914
509889
462244
496186
778843
537755
519885
489632
569926
511559
667327
494472
431572
512562
591483
502595
519785
516820
655601
520018
536931
662716
509638
539960
603867
467402
2767716
553571
503222
470887
495602
483787
781777
464481
518010
511595
480216
616541
528530
777800
490491
512114
447490
597459
709030
530752
450122
543728
718808
557102
625297
427335
729972
458548
399765
624118
453764
550366
377099
480391
472928
599520
484912
486424
503048
698625
500635
509032
586255
589820
579946
463717
418833
440927
504611
495544
494589
437742
555609
808758
555725
436808
490314
472366
441588
510841
440565
515595
760167
626276
681850
513079
619208
518253
453146
488553
470109
559145
465255
514805
530495
618311
383230
473012
629582
563381
453609
825508
472264
504840
492463
659387
483988
553533
801279
457884
487455
422229
658268
472466
625756
575541
470880
504715
501539
932819
428235
551067
736794
676846
469790
437632
445454
556568
487881
750630
586688
625403
490770
491375
583224
1396385
821609
442038
450509
505210
583873
504524
535470
485507
385271
647258
458104
597232
489310
601020
483703
407210
562273
529571
503584
455311
647041
699666
424767
473451
622559
487027
531452
373223
578238
436660
503231
521696
859461
415783
463838
481258
912320
496953
606530
505920
369278
545295
550958
489314
489265
456437
541160
506803
466158
989740
470581
473381
493266
438137
558731
491737
480176
485587
467486
489520
521905
517209
474130
545145
620304
540916
548305
502092
446001
535447
421763
571037
462304
639508
533102
523958
748654
690242
518901
443719
580431
492318
444376
519740
527753
621932
492535
516844
418360
514870
427623
741415
11676255
513035
457410
394297
656333
533748
606630
383278
458183
474635
473138
635872
463887
592723
504421
360493
707568
513435
605927
597253
460797
523911
570347
515596
511237
489383
620470
576208
422912
474035
666027
510077
539021
600404
483615
437281
517090
617748
601864
1284591
446844
522295
392474
590925
505223
530798
8598981
361089
542675
550927
443370
474592
411918
478690
515788
469092
679617
565144
586772
451669
540363
492964
396058
560135
490701
783109
463935
374278
488641
692289
487471
684148
406686
550513
364552
460013
461047
490249
540908
441653
480598
540211
483731
484576
