"execution_time","solo"
333945,290403.936705237
293022,323354.237877754
330476,349093.51649375
242393,218735.55060191
321285,221423.022332799
317753,386747.432940731
413101,464984.130374617
269597,271057.20059144
330544,353185.130719982
232400,198348.875134808
308575,266318.622214625
323835,277480.459621609
269300,265740.908960037
287669,288596.697832983
422658,389874.642943548
465235,589878.483355443
356175,194611.727174365
291982,333137.174532117
547038,530994.507030151
243672,287752.376019896
294311,273351.606592786
367507,253591.97964304
295717,312434.275481667
547261,665007.226961192
315961,276630.696135877
324920,258785.295317564
300907,264150.205490306
283453,199720.218323825
302325,302696.459685964
257078,253446.67742371
426052,413215.72947458
237162,191422.29144501
281458,231443.654253358
366612,359930.217259715
362236,327917.62030138
477761,620194.296516515
388104,316724.506185219
417527,351685.431257805
302422,361353.240506411
342763,303478.662524546
329136,371981.007626054
283881,321590.134863653
544716,557295.526933293
297732,275941.107124877
375817,425703.303613103
285086,136773.316549265
518849,518246.267163551
243667,127198.366059413
305568,232019.175162114
339215,374969.224450464
385703,295039.676292755
338992,322437.616496065
283246,327531.349736519
314949,327540.840218425
321558,317835.298946782
266282,265372.61346174
485921,347639.05259312
239175,297038.789391092
303034,252607.641374251
323066,399585.836927902
319267,274962.855291205
413392,361457.238962901
315621,363733.152630763
460156,407615.724085584
388546,454747.155449777
338974,277849.00590591
327590,401207.43633167
378380,414461.432114531
342574,217835.53492339
323054,334327.291460117
316633,230260.904806498
299235,187304.378383762
286370,213784.893758452
277539,262629.909500455
512608,520947.26779503
396630,364854.41484764
324444,260032.13110973
406495,487156.476717074
292836,268692.511712377
315229,269185.585442722
269767,341424.570674869
313612,221714.533322696
442394,517119.44420464
249490,273262.102373232
353372,148794.538077337
417530,352986.78318051
759160,537911.375485297
300787,338387.487786568
292902,274442.439284803
262932,265772.037467507
292900,346383.2285609
300205,375579.117070532
334320,330858.677153044
399989,431105.090082819
332510,313407.071317594
267029,262554.777081722
295882,338618.91891418
287493,311195.629000509
362133,433894.774694747
302720,211789.537698588
314127,279464.686789779
293083,231761.060459811
260867,213225.751250724
623304,568627.158651433
438292,309244.592039407
336656,327416.15462129
298206,268091.065614539
476888,327946.593205733
307856,339676.593613161
406045,283996.892793041
278133,269785.277458011
394821,440289.473890513
330051,298328.477923675
326534,383131.069826653
294313,194893.048939182
330082,294001.100973251
286209,319402.348325088
262802,296053.555730468
284206,364608.970414367
342961,297944.436902484
289150,315782.810973886
458778,522109.785375103
254573,271711.940503893
290449,214337.169804524
333810,353567.39240602
323070,336337.843670201
283576,283037.439042335
301389,264530.575207648
263815,216776.469897541
253888,269187.676296854
305580,162036.992475975
300791,382426.883916889
335524,309416.719370411
300196,251750.276768847
284878,190258.363015865
339759,366745.41504048
295673,283687.312611524
401576,377792.314103107
390601,418461.194655852
299877,229020.939933078
267265,203878.050846052
401126,284212.891926433
367135,335549.752684168
311522,285918.764997754
367572,386436.356691639
294543,253117.27454915
376789,292828.389044726
296863,292827.057893654
423845,393737.863884909
377423,360679.569602877
345553,266429.642520692
354985,412092.727922191
367956,380276.621970054
337805,270445.340043034
311661,216439.385622517
287655,235152.293262948
279164,184482.877442076
290683,243604.261988289
259751,189116.779903741
246640,195073.273540546
307773,220190.71587572
275638,277359.95584808
243450,318325.590439392
317631,368575.451025566
246645,240714.970776774
344764,428988.019400862
282406,343854.844167589
242225,195359.207296441
305637,325151.006083328
366784,296502.323258102
294246,322242.005680169
263563,227205.416185036
362193,368195.694435999
439570,254395.215874487
463837,407069.653007973
292642,294494.60776502
321523,251370.503108995
244861,225494.289586922
292847,318886.756358345
370666,77159.040353338
309667,249475.157459483
319018,308833.712567656
332880,333968.405279335
247470,189404.317134104
351524,299675.137369068
304541,297749.581509921
384514,186807.702550107
294431,323966.523663043
252728,136261.156001002
368281,372532.941974759
308724,427128.372484777
307190,343405.656299589
428708,346483.721039991
293912,271930.289446999
290511,282478.55155522
603932,432118.789666187
427196,498673.716000435
333958,329486.029381339
291827,303637.100088209
343921,404985.833151456
291674,263561.983339645
265357,189731.983721657
300545,326569.209340252
484249,477370.076547004
274330,263895.056104276
289882,293637.208721522
277112,266409.958652516
263023,291765.40917408
234207,244019.11387488
250002,243613.693847909
285196,270280.32667211
283183,213051.034571679
261411,294928.289270667
337980,333990.269885833
324700,345972.909512297
525945,545697.554609304
295144,316349.225152381
324010,236666.172276297
274683,320598.904250783
292966,321489.567968237
265235,294483.367704377
254328,308261.154553984
312685,286774.937206771
276933,227422.174672626
290555,292138.063594342
283550,229276.722603954
380400,377887.098766573
287483,247591.48359855
277876,352596.4246305
446460,221978.329412223
242060,264363.57840719
252679,243675.760897022
277486,302741.488203656
290884,151816.613459065
296670,302246.903872497
266470,306378.441357007
295742,279299.247922544
311519,275876.724840135
291797,220041.380852737
329641,225514.244552537
343500,319921.734913905
299438,279999.512203075
325596,313156.721700865
271731,302443.647299414
292283,130137.69893191
303488,358781.890778504
293609,266053.873432965
299699,310551.582373736
273030,216891.940248753
271298,250474.410081978
297431,162978.926438854
317935,337544.283650202
377395,261239.313266672
470348,377333.326291055
271232,258448.91710984
355787,261728.482833332
316836,286388.526974403
250855,174987.4779265
272483,195495.439310146
296781,297126.606052344
303466,242620.383764432
451353,519409.073715746
294493,225370.622292331
377146,407299.314529675
259489,254243.535352151
349477,383477.916285541
469211,359552.266136289
321648,325050.114438429
253499,160379.294321916
259018,344968.480015608
280504,232037.808257402
259746,315232.383296336
271920,311539.921353728
265829,139995.35619326
283590,285425.116400992
344021,432538.228054858
332186,266328.866706899
309457,375620.463866063
360612,299562.466752852
302418,208726.538074059
322493,332969.629236886
355463,273866.642874007
284746,335109.763660824
233802,339263.925267736
282339,232657.90411906
324462,271376.555094691
268875,192255.869393499
299854,439594.707309648
286466,277369.424621912
332713,273365.984503951
277616,248997.691737182
384650,420411.390772339
286674,253611.718033348
302135,357179.603111839
279307,303563.908933186
334327,307784.983526087
345016,206681.019300016
202339,230377.980246957
248243,207602.425640265
262937,334795.530158287
255599,284360.122625672
260312,319879.8480245
430181,356539.020591487
284531,241038.999374513
307785,249086.958443072
315090,358970.806355536
276726,215559.23823416
267437,190124.687051817
589680,465380.710409309
294174,284103.891742903
289862,372556.721657304
274651,262848.179870688
286881,201297.492981005
293192,272335.390262126
293824,265293.8198982
303944,274661.197800244
282067,267489.493035388
324416,231596.177928579
323084,375136.566642449
334346,275470.896851569
321692,230112.285666475
275327,165590.323194604
276057,257338.249558055
277425,181197.666163955
274394,241073.404768688
303827,294670.43164313
260204,301051.562659843
284991,239939.088055913
283749,113817.54047329
299342,331802.871064758
512194,434323.503186673
250042,208302.585256315
282496,260036.992700862
281549,293230.094588382
400902,395504.60419771
296904,260048.690534865
316664,133711.474093771
378407,512520.186150658
266025,227736.668732912
313276,316616.994391713
286504,244955.261389744
270928,228972.999721139
289073,268873.898744969
291301,267871.59266118
299222,365232.932004912
351935,311479.271156768
243289,235998.0297841
325305,171417.701359074
270860,260415.427396084
226449,214237.731328843
261117,172187.090904942
330378,220778.849261287
282652,319833.484784167
300774,315576.159587765
420915,478830.088477334
393622,457425.353508252
399249,310555.465211094
283207,355121.333594422
331866,372817.317976674
256952,313590.891232579
265899,350808.381970488
261787,216186.22139867
293512,213079.317138123
242949,294373.985883731
254414,290549.283487164
261317,222235.229631507
267769,253962.902245094
418370,470097.215310918
290426,224782.010696549
300657,297747.505761399
253561,212307.878071035
235567,240294.243837959
253940,185987.243781522
375594,359176.869403138
364354,341075.434443075
250540,272603.834209306
439445,438745.325433075
273895,236289.52381415
310271,372882.671304529
302348,361415.128501984
312857,257087.940772828
320019,397538.328457572
339702,311363.456926715
276141,282354.137004478
337101,222760.66908465
252390,296366.776925325
249167,176537.687768915
263560,316297.761522966
284950,213179.657222449
244396,261632.380908409
305065,282689.064885926
269370,235213.938110879
295237,217927.35355954
291334,352556.021374857
313376,302112.599695124
284170,256571.724259317
311132,310264.700806468
284636,335028.780777824
328432,402006.735210256
323373,347989.534625043
361302,307938.244370174
245055,247872.430001747
250789,255463.271879512
288935,373969.231087068
235733,241721.201581418
253118,223006.31411613
318493,241981.612456776
303356,387288.21145312
268473,243523.269936002
264619,322997.199856148
262715,298937.638527337
269611,178400.994769195
264252,308476.57166099
300525,330956.412331591
264335,206122.16556277
275173,281362.54273741
409589,343219.788323279
292250,340192.083935724
433564,381206.905396883
342673,343386.964239842
389258,375471.574861085
333774,297838.094204783
317326,267536.545637001
263363,258852.114356911
296395,322754.475352664
318938,303086.757984634
268927,300895.514952042
319017,266828.882654055
419684,471293.593353194
263123,235207.273371883
359207,262709.466493273
304657,315482.082618339
271964,286439.457323128
284326,294984.975851916
298112,213219.402973861
274057,237368.43248686
239788,290954.124296794
278142,335635.44701549
248097,270610.328628212
285616,184756.603003804
339286,274066.078870444
306157,249448.767710016
514907,601436.295297294
299197,330190.759680767
283274,289261.732412451
236538,160323.686384476
295499,231851.840856636
264633,216457.958807446
286793,231791.149353822
257485,246008.59130995
296251,221087.764336589
239620,310604.990661818
262942,268751.307168429
304474,334207.652235216
249210,175283.711234399
450581,407577.968256534
274675,291074.933267709
249122,240365.852874602
263597,352194.520694725
439149,416724.35565553
265295,219056.031104766
252626,219046.342966213
354027,350860.350071364
262618,185187.768566713
308383,332899.469305293
321060,427491.035793876
274139,196658.558337169
380672,496759.507612547
297945,382413.753565839
285628,234980.906078785
270962,248833.350547039
253820,168431.428329187
252164,155274.895241083
244762,266404.668682664
237106,228247.292251648
228601,212598.19431891
246791,264883.726525079
275494,291419.182030989
274219,225263.614072101
325995,443963.8721493
299918,274511.70673902
359496,401444.300680254
539056,515956.212681096
309571,320190.548195671
345606,214042.32371354
277568,235729.546706389
264678,236265.097826159
280596,225342.545992003
283758,243447.160979667
318295,364114.948601507
285924,111200.657896115
285414,306717.045740578
394376,304825.699816348
282702,240914.022115627
249345,271190.350002304
267899,370146.793914395
237994,263092.951956888
268091,330344.656078176
284755,313307.450512444
235938,237226.083869361
418836,411906.332080534
650055,385521.565363428
273040,205795.075314822
245347,230974.641706256
254756,256482.207224499
354224,326633.097306669
287323,188683.858834668
279611,257806.044062772
263150,139834.76405528
322089,306949.334039425
257872,268531.008798875
324133,260018.366252643
271466,238075.947797001
261911,254214.422970105
275870,348922.011368317
235102,258775.000910295
287922,295769.759662355
342721,220724.029459846
266034,217473.033985686
371001,414596.411733674
262894,278131.435543798
252739,232731.031246846
229386,161753.843219799
265916,262629.713384456
290135,269399.88686021
266625,219348.687524144
360888,325516.034869718
358806,239712.216799673
304291,284271.375751256
251326,324302.996919853
412638,333706.57758673
288450,303421.81907985
354130,228307.342050699
331257,259947.03898384
276098,252524.12187087
264526,247604.205846024
273679,346231.900375092
290402,269715.808519579
230088,202991.16734563
281478,181021.616964145
287592,318022.37543255
279928,349722.600105724
312474,295499.519536152
358194,391255.656742148
380232,362011.761956789
365213,131965.842106545
270821,235883.984256729
273527,299443.284747886
288190,210246.318636836
267792,128855.488675148
258115,342637.506515945
245454,320800.1850938
257427,320195.161248643
351301,295058.066699722
253367,205551.620735455
288358,271496.494009239
301772,314753.651309647
307449,308570.917246691
265756,220001.912011676
249326,283419.610538172
273724,257998.925881384
267711,254301.056697894
249283,219876.787474405
254777,374777.578476104
289647,173696.331271551
241931,206093.145960973
639117,447871.381467123
399337,326839.328967447
294447,252434.516531433
457590,435551.998587349
217722,212895.224013847
297378,252017.557644795
260327,312326.104592762
262708,329002.903932668
242594,256099.947378087
258928,259550.803543903
300262,263173.493987601
333610,422893.578078884
294863,349588.129165769
323121,273331.771674699
275924,334632.618001295
300326,348695.813723257
297221,259279.973898623
242420,181550.417221039
265887,215226.581688064
269468,288222.962382899
290687,286109.018685976
249934,293265.850860512
293911,237624.192993489
288839,220280.829021825
318194,369419.176420194
308588,372282.28301934
395965,327498.911735925
291887,232404.448453457
293986,283097.739531087
306259,234772.179081684
253787,159374.666229698
242723,215218.706368084
287457,170854.294945725
268499,188252.420338438
284842,202370.966534366
319135,193478.17899333
426705,376321.166242493
310149,279151.263146415
316466,261506.082807673
223979,285098.283476455
366225,362677.115383063
321973,357045.818509129
348426,270466.335433087
281029,330803.451188988
302798,175681.389113333
368743,377921.184380327
274487,253209.485976753
360107,240620.303236273
352394,527589.106510799
352165,284502.05346525
310315,241517.904266624
278853,223218.018800524
244269,315851.939051484
298422,388988.215060823
248504,246708.584100868
284894,357887.921099444
311444,279636.861429241
352834,270342.289950259
391258,425210.260234986
292118,262643.562905768
288298,260138.086772138
320440,366888.296253416
320873,243414.115483933
271961,180682.300050037
270738,177769.548438913
279180,289910.734518555
262489,334157.145991684
251429,204623.960338311
253545,277860.531095201
253053,233033.043211093
289791,256583.851930406
304128,232628.362495193
321389,219187.180521744
266786,189117.634081441
289261,255571.328693442
298867,331306.346328592
307246,342593.736661112
265172,257566.900348417
291026,322043.820147575
251887,346754.857816503
293298,275436.982481944
250391,173181.614943003
509854,633145.639931869
514211,535592.13787914
580056,228140.562093985
334392,270777.850735155
274594,235241.432226835
291876,242287.979385013
458356,649936.618251917
287013,265433.725362349
308429,300666.362048514
313929,345471.525482564
248239,180700.175376332
264130,189947.845849134
310829,235269.74578163
332973,291871.176145474
327630,271693.498901287
256166,205439.793085687
284967,253288.498323971
349517,320151.032119518
293343,323747.149489715
349800,405303.697007579
12858485,11123160.1140208
11549229,10917072.4335938
8282865,8590491.9987596
10339873,11704150.4142864
12013058,9486720.36440041
14072635,11584900.8484909
7980941,5288947.76366051
10401697,10960086.5546881
9396548,7569230.33005461
9024173,7970482.96967798
