"execution_time","solo"
0.1159263,0.105679214540617
0.0355456,0.0370485836773728
0.0309964,0.0276521611063835
0.0341316,0.0258330551793236
0.0363449,0.0346849322147399
0.0399916,0.0430791389155141
0.0443425,0.033260518173573
0.0345569,0.0350318667745344
0.0383325,0.0392412539066726
0.0368974,0.0341926512461614
0.0944812,0.124860594982307
0.0579749,0.0444231695285022
0.039009,0.0350963121525043
0.0645361,0.0685097449780615
0.0516855,0.0586562893743516
0.0504938,0.0517542669248302
0.0560796,0.0225294593043931
0.042536,0.0408567655153618
0.0433263,0.0396581589245317
0.0479104,0.0344061690302836
0.0467647,0.0374620674300762
0.050981,0.0485548831186835
0.0491481,0.0399285016119014
0.0432665,0.0460414607917253
0.0788936,0.0917959503030547
0.0494673,0.0366346399208649
0.0513207,0.0640424904400553
0.0464888,0.0378982821006947
0.0501513,0.0417985678939507
0.0520378,0.0258890989103951
0.059557,0.0604180072127298
0.0397902,0.0223682937695216
0.045399,0.0488224211288744
0.0448703,0.0378330598938632
0.0581715,0.0623215695445305
0.0484339,0.0452080457142436
0.072162,0.0581753194191233
0.0421349,0.0318183927658466
0.0465642,0.0358571493710647
0.0709849,0.0646850370846055
0.0622967,0.0415495688374111
0.0483673,0.0546000994728375
0.0494883,0.0389110250554225
0.0444395,0.0159488877071993
0.0459263,0.0347725594720759
0.055285,0.0322573927200795
0.1385046,0.120705640134815
0.0395891,0.0400778673824693
0.0454408,0.0647050879204642
0.0481951,0.0505020824073788
0.053326,0.0538671170926048
0.0494789,0.0437231487326006
0.0479244,0.0444492668959517
0.0425627,0.0233636061212863
0.046944,0.0420860515299013
0.0485118,0.0338399164825444
0.038695,0.032159357196953
0.0494898,0.0486540644592268
0.0446594,0.0471719505680884
0.0566022,0.058775106095316
0.0447346,0.0438647529774758
0.0711266,0.0414087443062221
0.0438827,0.0369959864792156
0.0480522,0.0427214415900189
0.0434096,0.0389864698386427
0.0522561,0.0349594693997563
0.0585121,0.045879440553591
0.0453117,0.0351919591364695
0.0408045,0.0445296976829064
0.0693166,0.0740390535314562
0.0586153,0.0478606398773872
0.0447085,0.0497647200645372
0.0495422,0.0522149746642386
0.0471146,0.0380022850038035
0.0870094,0.0743909973533976
0.0530925,0.050635160990184
0.0380224,0.0345994333233767
0.0516223,0.0333341426301
0.0475218,0.0381002915508044
0.0671897,0.0650142772409135
0.0563418,0.0454829512907192
0.0456189,0.0524201871419054
0.0634641,0.0614971906032292
0.0771873,0.041644998730037
0.0499779,0.0355036059968874
0.0711693,0.0699235062049722
0.0444295,0.033883452280649
0.0464482,0.0284440462729955
0.0496681,0.0509624928990102
0.0481383,0.0182739856911712
0.0519423,0.0352186043079134
0.0458209,0.0440917840147357
0.0429347,0.0491910535424095
0.0470827,0.0418957347968865
0.0558611,0.0615761953487364
0.0608235,0.0490251855380498
0.0693311,0.0797877293548908
0.0462064,0.0397744751172456
0.0496928,0.0553836582750198
0.0531072,0.0544421612001378
0.0464324,0.0483936136398966
0.0485113,0.0556570160379602
0.0414164,0.0244394252022734
0.0470184,0.0417060835623169
0.0565464,0.0699963080045188
0.0501401,0.0410489588421691
0.0447596,0.0231873053916259
0.0422048,0.0367354099272974
0.0644583,0.0606240585315174
0.0497581,0.0458903751274727
0.0470412,0.0574097223225182
0.0799819,0.0445955870431592
0.0714626,0.0588361238451264
0.0551106,0.0446879171580885
0.0666036,0.0337373842701679
0.0467313,0.0493988752044515
0.0530772,0.0674133112793586
0.0533352,0.0463031935441115
0.0454661,0.0364320176485015
0.0524089,0.0520939327775871
0.0505304,0.031092575862688
0.0488226,0.0379491645130863
0.0639461,0.0454839249273249
0.0615097,0.0761838473524589
0.0675144,0.0638003552471156
0.0606119,0.0552482726683914
0.0529948,0.0319825602424473
0.0474269,0.0334830979808132
0.0531323,0.0764548447208134
0.0599322,0.0654166417447824
0.0497169,0.0387151685461049
0.0497121,0.040549488797332
0.0699133,0.0764884806985781
0.064554,0.0668971501800897
0.0590974,0.0430606563204933
0.0511231,0.0427751772233698
0.0436514,0.0399744558517924
0.0537495,0.0450024981760371
