execution_time
352234
280253
262328
273684
291694
243505
289963
288499
399887
303187
402954
501539
308478
291300
311672
320353
258771
338295
281266
282247
260022
287028
312993
313831
308569
288206
323825
412038
574128
325926
261973
244434
367959
290882
432150
252520
257768
243643
287093
274546
359632
284121
252560
337726
344921
252599
278339
320520
254795
255993
262910
254179
349378
382160
372674
296855
263785
275662
248456
299749
276204
260418
299249
284378
297319
257983
300613
287905
299881
241866
281112
398759
390009
258902
361666
291854
300248
278698
248869
268155
295195
246364
368800
231750
291775
370183
268065
325969
265807
271356
288572
386434
411694
274104
306105
307561
272197
371754
265006
283786
288386
356337
264087
260288
270169
244879
349852
281166
386808
291760
330861
293639
232556
305705
364113
229518
552026
271404
300871
285446
269461
274789
275519
253447
248281
284492
272200
264369
296112
238799
248328
323630
290808
260283
417973
256312
298928
326481
565266
296356
329390
278415
251757
351044
425228
256222
270042
288072
316759
270009
302057
293252
278514
317199
315577
250896
633737
260302
298691
399268
339803
246181
315231
301501
303257
365540
261248
312572
340664
294519
273817
262226
321072
250070
285648
339794
279023
392222
591515
387931
264300
254751
339791
314496
290266
287429
265894
504320
287005
316040
308564
494511
293550
345122
287989
228562
337740
287039
405960
497721
293731
305306
274061
274154
278317
281368
420445
278080
269469
284729
294531
271187
314008
335856
250847
329882
265915
417835
475451
511374
337904
349372
271994
410888
333996
302857
308017
289249
343517
343429
282179
353984
275388
283586
250244
225379
244035
255160
268389
324610
292507
365606
354224
253743
588390
349127
277343
300037
242526
314939
317500
258654
250203
336197
298113
336518
610632
302152
265176
249624
416106
328331
256178
301872
270840
314401
295060
290631
323435
339341
457792
284417
298370
373244
319625
283989
299227
249631
344091
261213
360918
227134
305715
282251
313265
296280
307561
295133
337103
307008
498214
273445
301526
251081
308902
267705
337572
361436
281820
290116
266842
350895
286354
257152
267848
347253
413573
278013
281559
254538
328492
317852
418839
349721
324376
389599
374754
254491
291162
256006
262789
318856
301422
248015
234413
283146
299927
373127
340500
251791
359313
287930
366316
578963
287980
254709
254209
285735
337722
517410
310409
331245
266441
276531
568276
319921
322010
566432
261066
336604
247151
335307
324825
384900
450407
315362
303019
332103
444934
298541
438966
328538
293288
292151
313933
304074
295689
324801
286969
326800
298805
388253
355489
303718
399961
690092
358069
273632
578714
424086
466530
443334
295764
480772
495790
368448
385026
380418
533170
302955
306390
314787
346836
442345
297867
442775
277545
440002
506433
520261
466843
543094
439898
314032
340165
591529
299114
619995
444635
401587
301578
293594
452982
319381
325808
298905
334095
298905
329430
359732
301006
520245
409727
326544
338139
313972
1408207
415077
626387
414795
395353
640257
377948
428692
334435
291325
370290
335027
296940
320243
368673
416728
297738
371509
375420
392105
280131
271987
252238
309243
277969
433409
267208
348327
277486
358653
244398
311949
237850
536520
367222
321769
269504
287420
497263
499243
420730
291388
457951
417701
332808
263410
270149
327189
286505
298940
368743
302719
296662
327828
478740
348392
408118
308461
305892
298506
441170
391356
439653
327363
363091
359114
448701
409187
208828
349410
418386
245354
252064
256876
498209
417493
366850
265664
411932
282607
346076
326906
312396
294782
337646
386644
412888
362498
373516
300075
487269
481400
286665
352023
782991
564414
433695
337212
303117
506929
442823
320882
493671
383321
427761
322636
298071
531020
322563
368952
264894
325836
343834
515779
262032
552906
321244
358781
325855
401100
309414
477904
331792
153607
341167
370422
302613
262635
268125
416948
439120
347497
305177
280675
260890
265797
294409
296329
286992
303935
386094
368131
311262
311360
246434
297535
376001
535222
274210
370128
301375
345383
