ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656495030530823348,1656495030530973127,Timing,RecognitionComponent::Proc,149779,0,1656495030498205263,0,1656495030530973127,32767864,1656495030530973127,0,
1656495030679428234,1656495030679647195,Timing,RecognitionComponent::Proc,218961,0,1656495030634640795,0,1656495030679647195,45006400,1656495030679647195,0,
1656495030799628621,1656495030799805290,Timing,RecognitionComponent::Proc,176669,0,1656495030766301022,0,1656495030799805290,33504268,1656495030799805290,0,
1656495030850845641,1656495030851038991,Timing,RecognitionComponent::Proc,193350,0,1656495030830428040,0,1656495030851038991,20610951,1656495030851038991,0,
1656495030923211090,1656495030923463078,Timing,RecognitionComponent::Proc,251988,0,1656495030908542049,0,1656495030923463078,14921029,1656495030923463078,0,
1656495031052459843,1656495031052700562,Timing,RecognitionComponent::Proc,240719,0,1656495031039202695,0,1656495031052700562,13497867,1656495031052700562,0,
1656495031186278675,1656495031186527718,Timing,RecognitionComponent::Proc,249043,0,1656495031169479320,0,1656495031186527718,17048398,1656495031186527718,0,
1656495031266061040,1656495031266311036,Timing,RecognitionComponent::Proc,249996,0,1656495031244948585,0,1656495031266311036,21362451,1656495031266311036,0,
1656495031334600302,1656495031334817942,Timing,RecognitionComponent::Proc,217640,0,1656495031314422596,0,1656495031334817942,20395346,1656495031334817942,0,
1656495031463116720,1656495031463339908,Timing,RecognitionComponent::Proc,223188,0,1656495031444700321,0,1656495031463339908,18639587,1656495031463339908,0,
1656495031534957776,1656495031535357412,Timing,RecognitionComponent::Proc,399636,0,1656495031514282924,0,1656495031535357412,21074488,1656495031535357412,0,
1656495031670298971,1656495031670566760,Timing,RecognitionComponent::Proc,267789,0,1656495031650207043,0,1656495031670566760,20359717,1656495031670566760,0,
1656495031738060762,1656495031738314672,Timing,RecognitionComponent::Proc,253910,0,1656495031720537653,0,1656495031738314672,17777019,1656495031738314672,0,
1656495031876779087,1656495031877032572,Timing,RecognitionComponent::Proc,253485,0,1656495031858018642,0,1656495031877032572,19013930,1656495031877032572,0,
1656495031950207930,1656495031950456443,Timing,RecognitionComponent::Proc,248513,0,1656495031925651598,0,1656495031950456443,24804845,1656495031950456443,0,
1656495032089441243,1656495032089805562,Timing,RecognitionComponent::Proc,364319,0,1656495032066636615,0,1656495032089805562,23168947,1656495032089805562,0,
1656495032150594959,1656495032150840996,Timing,RecognitionComponent::Proc,246037,0,1656495032130886567,0,1656495032150840996,19954429,1656495032150840996,0,
1656495032275726132,1656495032276035609,Timing,RecognitionComponent::Proc,309477,0,1656495032252380828,0,1656495032276035609,23654781,1656495032276035609,0,
1656495032342406999,1656495032342648629,Timing,RecognitionComponent::Proc,241630,0,1656495032327191292,0,1656495032342648629,15457337,1656495032342648629,0,
1656495032460075901,1656495032460348233,Timing,RecognitionComponent::Proc,272332,0,1656495032437878125,0,1656495032460348233,22470108,1656495032460348233,0,
1656495032520978688,1656495032521367498,Timing,RecognitionComponent::Proc,388810,0,1656495032504344886,0,1656495032521367498,17022612,1656495032521367498,0,
1656495032646400999,1656495032647379561,Timing,RecognitionComponent::Proc,978562,0,1656495032627169602,0,1656495032647379561,20209959,1656495032647379561,0,
1656495032714283255,1656495032714808932,Timing,RecognitionComponent::Proc,525677,0,1656495032689290695,0,1656495032714808932,25518237,1656495032714808932,0,
1656495032842391165,1656495032842740069,Timing,RecognitionComponent::Proc,348904,0,1656495032823332638,0,1656495032842740069,19407431,1656495032842740069,0,
1656495032953881257,1656495032954273308,Timing,RecognitionComponent::Proc,392051,0,1656495032932720037,0,1656495032954273308,21553271,1656495032954273308,0,
1656495033027096401,1656495033027305747,Timing,RecognitionComponent::Proc,209346,0,1656495033006452383,0,1656495033027305747,20853364,1656495033027305747,0,
1656495033121182664,1656495033121482968,Timing,RecognitionComponent::Proc,300304,0,1656495033105184209,0,1656495033121482968,16298759,1656495033121482968,0,
1656495033215535990,1656495033215785535,Timing,RecognitionComponent::Proc,249545,0,1656495033202074456,0,1656495033215785535,13711079,1656495033215785535,0,
1656495033289839036,1656495033290281863,Timing,RecognitionComponent::Proc,442827,0,1656495033274789940,0,1656495033290281863,15491923,1656495033290281863,0,
1656495033388564925,1656495033388785832,Timing,RecognitionComponent::Proc,220907,0,1656495033370716395,0,1656495033388785832,18069437,1656495033388785832,0,
1656495033496535695,1656495033496809478,Timing,RecognitionComponent::Proc,273783,0,1656495033482480946,0,1656495033496809478,14328532,1656495033496809478,0,
1656495033619912766,1656495033620279523,Timing,RecognitionComponent::Proc,366757,0,1656495033602500834,0,1656495033620279523,17778689,1656495033620279523,0,
1656495033733757025,1656495033734175778,Timing,RecognitionComponent::Proc,418753,0,1656495033708194236,0,1656495033734175778,25981542,1656495033734175778,0,
1656495033796939987,1656495033797126881,Timing,RecognitionComponent::Proc,186894,0,1656495033777631661,0,1656495033797126881,19495220,1656495033797126881,0,
1656495033913669268,1656495033913903943,Timing,RecognitionComponent::Proc,234675,0,1656495033898693375,0,1656495033913903943,15210568,1656495033913903943,0,
1656495034093012349,1656495034093204961,Timing,RecognitionComponent::Proc,192612,0,1656495034078898562,0,1656495034093204961,14306399,1656495034093204961,0,
1656495034247823538,1656495034248063187,Timing,RecognitionComponent::Proc,239649,0,1656495034231415723,0,1656495034248063187,16647464,1656495034248063187,0,
1656495034317535477,1656495034317739099,Timing,RecognitionComponent::Proc,203622,0,1656495034294677036,0,1656495034317739099,23062063,1656495034317739099,0,
1656495034346168440,1656495034346390414,Timing,RecognitionComponent::Proc,221974,0,1656495034328598122,0,1656495034346390414,17792292,1656495034346390414,0,
1656495034503598474,1656495034503922524,Timing,RecognitionComponent::Proc,324050,0,1656495034488752766,0,1656495034503922524,15169758,1656495034503922524,0,
