ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
1656495030532938468,1656495030535609383,Timing,PlanningComponent::Proc,2670915,1656495030459774102,1656495030498205263,1656495030491657819,75835281,37404120,43951564,0,
1656495030681696000,1656495030681903609,Timing,PlanningComponent::Proc,207609,1656495030622163594,1656495030634640795,1656495030625128662,59740015,47262814,56774947,0,
1656495030806679306,1656495030806908717,Timing,PlanningComponent::Proc,229411,1656495030737437215,1656495030766301022,1656495030763992641,69471502,40607695,42916076,0,
1656495030854026789,1656495030854253323,Timing,PlanningComponent::Proc,226534,1656495030803127866,1656495030830428040,1656495030763992641,51125457,23825283,90260682,0,
1656495030925724225,1656495030925896946,Timing,PlanningComponent::Proc,172721,1656495030861582013,1656495030908542049,1656495030904755288,64314933,17354897,21141658,0,
1656495031072992979,1656495031073158859,Timing,PlanningComponent::Proc,165880,1656495031003909526,1656495031039202695,1656495030963190082,69249333,33956164,109968777,0,
1656495032085059866,1656495032085383816,Timing,PlanningComponent::Proc,323950,1656495032038117557,1656495031169479320,1656495031094708023,47266259,915904496,990675793,0,
1656495032977772523,1656495032978029228,Timing,PlanningComponent::Proc,256705,1656495032789401154,1656495031925651598,1656495031916433835,188628074,1052377630,1061595393,0,
1656495032993730634,1656495032993927699,Timing,PlanningComponent::Proc,197065,1656495032909690390,1656495032932720037,1656495032923713229,84237309,61207662,70214470,0,
1656495033045284207,1656495033045561204,Timing,PlanningComponent::Proc,276997,1656495032969331779,1656495033006452383,1656495032923713229,76229425,39108821,121847975,0,
1656495033146951117,1656495033147279600,Timing,PlanningComponent::Proc,328483,1656495033073672920,1656495033105184209,1656495033033636112,73606680,42095391,113643488,0,
1656495033240391124,1656495033240676056,Timing,PlanningComponent::Proc,284932,1656495033137188076,1656495033202074456,1656495033151947479,103487980,38601600,88728577,0,
1656495033310533575,1656495033310836565,Timing,PlanningComponent::Proc,302990,1656495033236291210,1656495033274789940,1656495033261232226,74545355,36046625,49604339,0,
1656495033406495330,1656495033406664420,Timing,PlanningComponent::Proc,169090,1656495033343744385,1656495033370716395,1656495033365755388,62920035,35948025,40909032,0,
1656495033505125229,1656495033505643437,Timing,PlanningComponent::Proc,518208,1656495033404209671,1656495033482480946,1656495033477584502,101433766,23162491,28058935,0,
1656495033626267834,1656495033626460977,Timing,PlanningComponent::Proc,193143,1656495033579455105,1656495033602500834,1656495033594231150,47005872,23960143,32229827,0,
1656495033745829401,1656495033746045127,Timing,PlanningComponent::Proc,215726,1656495033688957681,1656495033708194236,1656495033698923974,57087446,37850891,47121153,0,
1656495033812860832,1656495033813028584,Timing,PlanningComponent::Proc,167752,1656495033752187401,1656495033777631661,1656495033698923974,60841183,35396923,114104610,0,
1656495033923602518,1656495033923835319,Timing,PlanningComponent::Proc,232801,1656495033808600875,1656495033898693375,1656495033823177253,115234444,25141944,100658066,0,
1656495034103818605,1656495034104094600,Timing,PlanningComponent::Proc,275995,1656495034033012709,1656495034078898562,1656495034069513037,71081891,25196038,34581563,0,
1656495034270061615,1656495034270407753,Timing,PlanningComponent::Proc,346138,1656495034196592181,1656495034231415723,1656495034158568563,73815572,38992030,111839190,0,
