,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
0,1656495030409671190,1656495030422116515,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,12445325,0,0,0,1656495030422116515,1656495030422116515,1656495030422116515,0,
1,1656495030456714658,1656495030469028880,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,12314222,0,0,0,1656495030469028880,1656495030469028880,1656495030469028880,0,
2,1656495030538471344,1656495030550781638,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,12310294,0,0,0,1656495030550781638,1656495030550781638,1656495030550781638,0,
3,1656495030542158270,1656495030563143048,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,20984778,0,0,0,1656495030563143048,1656495030563143048,1656495030563143048,0,
4,1656495030599316728,1656495030648149458,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,48832730,1656495030613284658,0,0,34864800,1656495030648149458,1656495030648149458,0,
5,1656495030613286064,1656495030648372536,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,35086472,0,0,0,1656495030648372536,1656495030648372536,1656495030648372536,0,
6,1656495030674853056,1656495030674957444,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,104388,0,0,0,1656495030674957444,1656495030674957444,1656495030674957444,0,
7,1656495030677822103,1656495030677868455,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,46352,0,0,0,1656495030677868455,1656495030677868455,1656495030677868455,0,
8,1656495030732689768,1656495030768762655,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,36072887,1656495030737409770,0,0,31352885,1656495030768762655,1656495030768762655,0,
9,1656495030737411146,1656495030768890132,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,31478986,0,0,0,1656495030768890132,1656495030768890132,1656495030768890132,0,
10,1656495030793254240,1656495030793296332,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,42092,0,0,0,1656495030793296332,1656495030793296332,1656495030793296332,0,
11,1656495030803162622,1656495030803210858,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,48236,0,0,0,1656495030803210858,1656495030803210858,1656495030803210858,0,
12,1656495030857434306,1656495030857473965,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,39659,0,0,0,1656495030857473965,1656495030857473965,1656495030857473965,0,
13,1656495030861605514,1656495030861652960,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47446,0,0,0,1656495030861652960,1656495030861652960,1656495030861652960,0,
14,1656495030936337517,1656495030964963876,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,28626359,1656495030939415216,0,0,25548660,1656495030964963876,1656495030964963876,0,
15,1656495030939416703,1656495030965102627,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,25685924,0,0,0,1656495030965102627,1656495030965102627,1656495030965102627,0,
16,1656495030998647558,1656495030998773348,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,125790,0,0,0,1656495030998773348,1656495030998773348,1656495030998773348,0,
17,1656495031003913953,1656495031003976241,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,62288,0,0,0,1656495031003976241,1656495031003976241,1656495031003976241,0,
18,1656495031067904478,1656495031067952157,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,47679,0,0,0,1656495031067952157,1656495031067952157,1656495031067952157,0,
19,1656495031070339556,1656495031102393829,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,32054273,1656495031070338138,0,0,32055691,1656495031102393829,1656495031102393829,0,
20,1656495031129976383,1656495031130020136,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,43753,0,0,0,1656495031130020136,1656495031130020136,1656495031130020136,0,
21,1656495031136013905,1656495031136057806,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,43901,0,0,0,1656495031136057806,1656495031136057806,1656495031136057806,0,
22,1656495031204139496,1656495031242516032,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,38376536,1656495031221130187,0,0,21385845,1656495031242516032,1656495031242516032,0,
23,1656495031221132543,1656495031242978219,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,21845676,0,0,0,1656495031242978219,1656495031242978219,1656495031242978219,0,
24,1656495031274184585,1656495031274237794,Timing,TrafficLightsPerceptionComponent::OnReceiveImage,53209,0,0,0,1656495031274237794,1656495031274237794,1656495031274237794,0,
