,ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,lat_cam,lat_lidar,lat_radar,is_finish,info
0,1656495030344064028,1656495030344099116,Timing,RTKLocalizationComponent::Proc,35088,0,0,0,1656495030344099116,1656495030344099116,1656495030344099116,0,
1,1656495030423984433,1656495030424172899,Timing,RTKLocalizationComponent::Proc,188466,0,0,0,1656495030424172899,1656495030424172899,1656495030424172899,0,
2,1656495030508321123,1656495030508379098,Timing,RTKLocalizationComponent::Proc,57975,0,0,0,1656495030508379098,1656495030508379098,1656495030508379098,0,
3,1656495030583862179,1656495030583920731,Timing,RTKLocalizationComponent::Proc,58552,0,0,0,1656495030583920731,1656495030583920731,1656495030583920731,0,
4,1656495030663906554,1656495030663958562,Timing,RTKLocalizationComponent::Proc,52008,0,0,0,1656495030663958562,1656495030663958562,1656495030663958562,0,
5,1656495030743915226,1656495030743997923,Timing,RTKLocalizationComponent::Proc,82697,0,0,0,1656495030743997923,1656495030743997923,1656495030743997923,0,
6,1656495030823883114,1656495030823932970,Timing,RTKLocalizationComponent::Proc,49856,0,0,0,1656495030823932970,1656495030823932970,1656495030823932970,0,
7,1656495030905055438,1656495030905109530,Timing,RTKLocalizationComponent::Proc,54092,0,0,0,1656495030905109530,1656495030905109530,1656495030905109530,0,
8,1656495030984892451,1656495030984954186,Timing,RTKLocalizationComponent::Proc,61735,0,0,0,1656495030984954186,1656495030984954186,1656495030984954186,0,
9,1656495031064075164,1656495031064178427,Timing,RTKLocalizationComponent::Proc,103263,0,0,0,1656495031064178427,1656495031064178427,1656495031064178427,0,
10,1656495031143960890,1656495031144073694,Timing,RTKLocalizationComponent::Proc,112804,0,0,0,1656495031144073694,1656495031144073694,1656495031144073694,0,
11,1656495031223835508,1656495031223902299,Timing,RTKLocalizationComponent::Proc,66791,0,0,0,1656495031223902299,1656495031223902299,1656495031223902299,0,
12,1656495031303923319,1656495031304021308,Timing,RTKLocalizationComponent::Proc,97989,0,0,0,1656495031304021308,1656495031304021308,1656495031304021308,0,
13,1656495031383883686,1656495031383938609,Timing,RTKLocalizationComponent::Proc,54923,0,0,0,1656495031383938609,1656495031383938609,1656495031383938609,0,
14,1656495031469406098,1656495031469492332,Timing,RTKLocalizationComponent::Proc,86234,0,0,0,1656495031469492332,1656495031469492332,1656495031469492332,0,
15,1656495031547313175,1656495031547396371,Timing,RTKLocalizationComponent::Proc,83196,0,0,0,1656495031547396371,1656495031547396371,1656495031547396371,0,
16,1656495031627225936,1656495031627369299,Timing,RTKLocalizationComponent::Proc,143363,0,0,0,1656495031627369299,1656495031627369299,1656495031627369299,0,
17,1656495031707126062,1656495031707192009,Timing,RTKLocalizationComponent::Proc,65947,0,0,0,1656495031707192009,1656495031707192009,1656495031707192009,0,
18,1656495031787019822,1656495031787084066,Timing,RTKLocalizationComponent::Proc,64244,0,0,0,1656495031787084066,1656495031787084066,1656495031787084066,0,
19,1656495031871453601,1656495031871546842,Timing,RTKLocalizationComponent::Proc,93241,0,0,0,1656495031871546842,1656495031871546842,1656495031871546842,0,
20,1656495031947349036,1656495031947486449,Timing,RTKLocalizationComponent::Proc,137413,0,0,0,1656495031947486449,1656495031947486449,1656495031947486449,0,
21,1656495032027116118,1656495032027174718,Timing,RTKLocalizationComponent::Proc,58600,0,0,0,1656495032027174718,1656495032027174718,1656495032027174718,0,
22,1656495032110682324,1656495032110735656,Timing,RTKLocalizationComponent::Proc,53332,0,0,0,1656495032110735656,1656495032110735656,1656495032110735656,0,
23,1656495032186984169,1656495032187035933,Timing,RTKLocalizationComponent::Proc,51764,0,0,0,1656495032187035933,1656495032187035933,1656495032187035933,0,
24,1656495032267388203,1656495032267455309,Timing,RTKLocalizationComponent::Proc,67106,0,0,0,1656495032267455309,1656495032267455309,1656495032267455309,0,
25,1656495032347394528,1656495032347478537,Timing,RTKLocalizationComponent::Proc,84009,0,0,0,1656495032347478537,1656495032347478537,1656495032347478537,0,
26,1656495032427143537,1656495032427555902,Timing,RTKLocalizationComponent::Proc,412365,0,0,0,1656495032427555902,1656495032427555902,1656495032427555902,0,
27,1656495032507385958,1656495032507472793,Timing,RTKLocalizationComponent::Proc,86835,0,0,0,1656495032507472793,1656495032507472793,1656495032507472793,0,
28,1656495032587148846,1656495032587275432,Timing,RTKLocalizationComponent::Proc,126586,0,0,0,1656495032587275432,1656495032587275432,1656495032587275432,0,
29,1656495032667140719,1656495032667228458,Timing,RTKLocalizationComponent::Proc,87739,0,0,0,1656495032667228458,1656495032667228458,1656495032667228458,0,
30,1656495032747096053,1656495032747222531,Timing,RTKLocalizationComponent::Proc,126478,0,0,0,1656495032747222531,1656495032747222531,1656495032747222531,0,
31,1656495032827398631,1656495032827493342,Timing,RTKLocalizationComponent::Proc,94711,0,0,0,1656495032827493342,1656495032827493342,1656495032827493342,0,
32,1656495032907154954,1656495032907254463,Timing,RTKLocalizationComponent::Proc,99509,0,0,0,1656495032907254463,1656495032907254463,1656495032907254463,0,
33,1656495032987067651,1656495032987202731,Timing,RTKLocalizationComponent::Proc,135080,0,0,0,1656495032987202731,1656495032987202731,1656495032987202731,0,
34,1656495033067129150,1656495033067213758,Timing,RTKLocalizationComponent::Proc,84608,0,0,0,1656495033067213758,1656495033067213758,1656495033067213758,0,
35,1656495033147084298,1656495033147315798,Timing,RTKLocalizationComponent::Proc,231500,0,0,0,1656495033147315798,1656495033147315798,1656495033147315798,0,
36,1656495033227069579,1656495033227182100,Timing,RTKLocalizationComponent::Proc,112521,0,0,0,1656495033227182100,1656495033227182100,1656495033227182100,0,
37,1656495033307047705,1656495033307156888,Timing,RTKLocalizationComponent::Proc,109183,0,0,0,1656495033307156888,1656495033307156888,1656495033307156888,0,
38,1656495033388238812,1656495033388386603,Timing,RTKLocalizationComponent::Proc,147791,0,0,0,1656495033388386603,1656495033388386603,1656495033388386603,0,
39,1656495033467115212,1656495033467241769,Timing,RTKLocalizationComponent::Proc,126557,0,0,0,1656495033467241769,1656495033467241769,1656495033467241769,0,
40,1656495033547138537,1656495033547229740,Timing,RTKLocalizationComponent::Proc,91203,0,0,0,1656495033547229740,1656495033547229740,1656495033547229740,0,
41,1656495033627156671,1656495033627239362,Timing,RTKLocalizationComponent::Proc,82691,0,0,0,1656495033627239362,1656495033627239362,1656495033627239362,0,
42,1656495033707612792,1656495033707705982,Timing,RTKLocalizationComponent::Proc,93190,0,0,0,1656495033707705982,1656495033707705982,1656495033707705982,0,
43,1656495033791535844,1656495033791650157,Timing,RTKLocalizationComponent::Proc,114313,0,0,0,1656495033791650157,1656495033791650157,1656495033791650157,0,
44,1656495033867096719,1656495033867172865,Timing,RTKLocalizationComponent::Proc,76146,0,0,0,1656495033867172865,1656495033867172865,1656495033867172865,0,
45,1656495033947058992,1656495033947177779,Timing,RTKLocalizationComponent::Proc,118787,0,0,0,1656495033947177779,1656495033947177779,1656495033947177779,0,
46,1656495034027487299,1656495034027681536,Timing,RTKLocalizationComponent::Proc,194237,0,0,0,1656495034027681536,1656495034027681536,1656495034027681536,0,
47,1656495034107204469,1656495034107408347,Timing,RTKLocalizationComponent::Proc,203878,0,0,0,1656495034107408347,1656495034107408347,1656495034107408347,0,
48,1656495034187305481,1656495034187425427,Timing,RTKLocalizationComponent::Proc,119946,0,0,0,1656495034187425427,1656495034187425427,1656495034187425427,0,
49,1656495034267104341,1656495034267243546,Timing,RTKLocalizationComponent::Proc,139205,0,0,0,1656495034267243546,1656495034267243546,1656495034267243546,0,
