ts_start,ts_end,type,component,execution_time,ts_cam,ts_lidar,ts_radar,ts_TL,ts_lane,lat_cam,lat_lidar,lat_radar,lat_TL,lat_lane,is_finish,info
1656595308210303315,1656595308210342529,Timing,RTKLocalizationComponent::Proc,39214,0,0,0,0,0,1656595308210342529,1656595308210342529,1656595308210342529,1656595308210342529,1656595308210342529,0,0
1656595308290160800,1656595308290320676,Timing,RTKLocalizationComponent::Proc,159876,0,0,0,0,0,1656595308290320676,1656595308290320676,1656595308290320676,1656595308290320676,1656595308290320676,1,0
1656595308370498327,1656595308370583199,Timing,RTKLocalizationComponent::Proc,84872,0,0,0,0,0,1656595308370583199,1656595308370583199,1656595308370583199,1656595308370583199,1656595308370583199,1,0
1656595308450235709,1656595308450294364,Timing,RTKLocalizationComponent::Proc,58655,0,0,0,0,0,1656595308450294364,1656595308450294364,1656595308450294364,1656595308450294364,1656595308450294364,1,0
1656595308530237020,1656595308530308063,Timing,RTKLocalizationComponent::Proc,71043,0,0,0,0,0,1656595308530308063,1656595308530308063,1656595308530308063,1656595308530308063,1656595308530308063,1,0
1656595308610589923,1656595308610683799,Timing,RTKLocalizationComponent::Proc,93876,0,0,0,0,0,1656595308610683799,1656595308610683799,1656595308610683799,1656595308610683799,1656595308610683799,1,0
1656595308690571539,1656595308690646808,Timing,RTKLocalizationComponent::Proc,75269,0,0,0,0,0,1656595308690646808,1656595308690646808,1656595308690646808,1656595308690646808,1656595308690646808,1,0
1656595308770304915,1656595308770370396,Timing,RTKLocalizationComponent::Proc,65481,0,0,0,0,0,1656595308770370396,1656595308770370396,1656595308770370396,1656595308770370396,1656595308770370396,1,0
1656595308850195247,1656595308850257082,Timing,RTKLocalizationComponent::Proc,61835,0,0,0,0,0,1656595308850257082,1656595308850257082,1656595308850257082,1656595308850257082,1656595308850257082,1,0
1656595308930235662,1656595308930597377,Timing,RTKLocalizationComponent::Proc,361715,0,0,0,0,0,1656595308930597377,1656595308930597377,1656595308930597377,1656595308930597377,1656595308930597377,1,0
1656595309010331669,1656595309010394879,Timing,RTKLocalizationComponent::Proc,63210,0,0,0,0,0,1656595309010394879,1656595309010394879,1656595309010394879,1656595309010394879,1656595309010394879,1,0
1656595309090227584,1656595309090315262,Timing,RTKLocalizationComponent::Proc,87678,0,0,0,0,0,1656595309090315262,1656595309090315262,1656595309090315262,1656595309090315262,1656595309090315262,1,0
1656595309170333620,1656595309170384922,Timing,RTKLocalizationComponent::Proc,51302,0,0,0,0,0,1656595309170384922,1656595309170384922,1656595309170384922,1656595309170384922,1656595309170384922,1,0
1656595309250189248,1656595309250241446,Timing,RTKLocalizationComponent::Proc,52198,0,0,0,0,0,1656595309250241446,1656595309250241446,1656595309250241446,1656595309250241446,1656595309250241446,1,0
1656595309330480466,1656595309330535013,Timing,RTKLocalizationComponent::Proc,54547,0,0,0,0,0,1656595309330535013,1656595309330535013,1656595309330535013,1656595309330535013,1656595309330535013,1,0
1656595309410512362,1656595309410571239,Timing,RTKLocalizationComponent::Proc,58877,0,0,0,0,0,1656595309410571239,1656595309410571239,1656595309410571239,1656595309410571239,1656595309410571239,1,0
1656595309490261562,1656595309490389286,Timing,RTKLocalizationComponent::Proc,127724,0,0,0,0,0,1656595309490389286,1656595309490389286,1656595309490389286,1656595309490389286,1656595309490389286,1,0
